id,name_formal,state,official_sk,district_sk,party,gov_type,city,district_id,valid_to,last_name,valid_from,first_name,links,chamber_id,num_officials,chamber_type
122653,California State Assembly,CA,3498,752714,Democrat,STATE,,31,2015-12-31 00:00:00+00,Perea,2012-12-03 00:00:00+00,Henry,#,2446,1,LOWER
10163,United States House of Representatives,CA,10163,886,Republican,NATIONAL,,19,2013-01-03 00:00:00+00,Denham,2011-01-03 00:00:00+00,Jeff,#,4507,0,LOWER
168598,Fairfield City Council,CA,168443,858429,,LOCAL,Fairfield,At Large,2018-11-30 00:00:00+00,Timm,2014-11-30 00:00:00+00,Chuck,#,3505,1,LOWER
201311,Fremont City Council,CA,168839,858430,,LOCAL,Fremont,At Large,2018-12-01 00:00:00+00,Jones,2014-12-09 00:00:00+00,Rick,#,4516,1,LOWER
136905,San Diego City Council,CA,1394,450,,LOCAL,San Diego,1,2012-12-03 00:00:00+00,Lightner,2008-01-01 00:00:00+00,Sherri,#,4259,0,LOWER
106410,California State Assembly,CA,32889,752675,Republican,STATE,,60,2016-12-05 00:00:00+00,Linder,2012-12-03 00:00:00+00,Eric,#,2446,1,LOWER
178400,Fresno City Council,CA,86842,390,,LOCAL,Fresno,1,2019-01-08 00:00:00+00,Soria,2015-01-06 00:00:00+00,Esmerelda,#,2614,1,LOWER
1923,California Senate,CA,1923,798,Democrat,STATE,,13,2012-12-03 00:00:00+00,Alquist,2008-12-01 00:00:00+00,Elaine,#,1403,0,UPPER
162303,United States Senate,CA,3612,5,Democrat,NATIONAL,,CA,2017-01-03 00:00:00+00,Boxer,2011-01-03 00:00:00+00,Barbara,#,2675,2,UPPER
23807,Sacramento City Council,CA,190,2670,,LOCAL,Sacramento,2,2012-11-27 00:00:00+00,Sheedy,2008-11-01 00:00:00+00,Sandy,#,2630,1,LOWER
168585,Temecula City Council,CA,168450,858421,,LOCAL,Temecula,At Large,2018-11-30 00:00:00+00,Edwards,2014-11-25 00:00:00+00,Maryann,#,4015,1,LOWER
200842,Santa Rosa City Council,CA,168688,858420,,LOCAL,Santa Rosa,At Large,2020-11-30 00:00:00+00,Combs,2016-11-01 00:00:00+00,Julie,#,3801,1,LOWER
135653,Santa Ana City Council,CA,48878,1525,,LOCAL,Santa Ana,5,2016-12-13 00:00:00+00,Reyna,2012-12-11 00:00:00+00,Roman,#,2645,1,LOWER
43486,Fresno City Council,CA,2168,908,,LOCAL,Fresno,3,2011-01-01 00:00:00+00,Sterling,2003-01-07 00:00:00+00,Cynthia,#,2614,1,LOWER
178365,Santa Ana City Council,CA,4674,455,,LOCAL,Santa Ana,1,2020-12-08 00:00:00+00,Sarmiento,2007-01-01 00:00:00+00,Vincent,#,2645,1,LOWER
196946,Lancaster City Council,CA,168514,858345,,LOCAL,Lancaster,At Large,2022-04-01 00:00:00+00,Malhi,2015-10-13 00:00:00+00,Raj,#,4323,1,LOWER
23749,Bakersfield City Council,CA,16522,1156,,LOCAL,Bakersfield,4,2012-12-01 00:00:00+00,Couch,0001-01-01 00:00:00+00,David,#,2613,1,LOWER
185324,Huntington Beach City Council,CA,171969,858920,,LOCAL,Huntington Beach,At Large,2020-11-23 00:00:00+00,Semeta,2016-11-28 00:00:00+00,Lyn,#,3107,1,LOWER
80052,California State Assembly,CA,6240,752723,Democrat,STATE,,9,2014-12-01 00:00:00+00,Pan,2012-12-03 00:00:00+00,Richard,198816,2446,1,LOWER
168638,Orange City Council,CA,168529,858369,,LOCAL,Orange,At Large,2018-11-30 00:00:00+00,Whitaker,2014-11-01 00:00:00+00,Fred,#,3793,1,LOWER
200550,Santa Rosa City Council,CA,168687,858420,,LOCAL,Santa Rosa,At Large,2020-11-30 00:00:00+00,Tibbetts,2016-11-01 00:00:00+00,Jack,#,3801,1,LOWER
178009,Torrance City Council,CA,169003,858336,,LOCAL,Torrance,At Large,2018-06-12 00:00:00+00,Weideman,2014-06-10 00:00:00+00,Kurt,#,3409,1,LOWER
195415,Visalia City Council,CA,169008,858365,,LOCAL,Visalia,1,2020-12-07 00:00:00+00,Cox,2016-12-16 00:00:00+00,Phil,#,3422,1,LOWER
195991,Roseville City Council,CA,171005,858937,,LOCAL,Roseville,At Large,2020-12-02 00:00:00+00,Alvord,2016-12-07 00:00:00+00,Scott,#,3841,1,LOWER
3013,United States House of Representatives,CA,3013,824,Democrat,NATIONAL,,11,2013-01-03 00:00:00+00,McNerney,2009-01-06 00:00:00+00,Jerry,#,4507,0,LOWER
887,Sacramento City Council,CA,887,2679,,LOCAL,Sacramento,1,2010-11-01 00:00:00+00,Tretheway,0001-01-01 00:00:00+00,Raymond,#,2630,1,LOWER
3814,California Senate,CA,3814,706,Democrat,STATE,,39,2012-12-03 00:00:00+00,Kehoe,2008-12-01 00:00:00+00,Christine,#,1403,0,UPPER
134803,San Diego City Council,CA,2047,1894,,LOCAL,San Diego,8,2010-01-01 00:00:00+00,Hueso,0001-01-01 00:00:00+00,Ben,#,4259,0,LOWER
13220,Oxnard City Council,CA,13220,2202,,LOCAL,Oxnard,At Large,0001-01-02 00:00:00+00,Zaragoza,0001-01-01 00:00:00+00,John,#,4241,4,LOWER
168497,Carlsbad City Council,CA,168475,858428,,LOCAL,Carlsbad,At Large,2020-11-30 00:00:00+00,Blackburn,2017-06-20 00:00:00+00,Keith,#,4256,1,LOWER
192454,California Senate,CA,6366,752731,Democrat,STATE,,40,2018-12-03 00:00:00+00,Hueso,2013-03-21 00:00:00+00,Ben,#,1403,1,UPPER
181333,San Francisco Board of Supervisors,CA,140196,859504,,LOCAL,San Francisco,9,2021-01-08 00:00:00+00,Ronen,2017-01-08 00:00:00+00,Hillary,#,2636,1,LOWER
195848,Fontana City Council,CA,168729,858422,,LOCAL,Fontana,At Large,2018-12-11 00:00:00+00,Roberts,2014-12-09 00:00:00+00,John,#,3803,1,LOWER
5967,California Senate,CA,5967,711,Republican,STATE,,37,2009-11-30 00:00:00+00,Benoit,2008-12-01 00:00:00+00,John,#,1403,0,UPPER
8648,United States House of Representatives,CA,8648,928,Democrat,NATIONAL,,33,2011-01-03 00:00:00+00,Watson,2009-01-06 00:00:00+00,Diane,#,4507,0,LOWER
2090,California Senate,CA,2090,736,Republican,STATE,,31,2012-12-03 00:00:00+00,Dutton,2008-12-01 00:00:00+00,Robert,#,1403,0,UPPER
134819,San Diego City Council,CA,3433,742,,LOCAL,San Diego,2,2012-12-03 00:00:00+00,Faulconer,0001-01-01 00:00:00+00,Kevin,184387,4259,0,LOWER
14439,California Senate,CA,14439,728,Democrat,STATE,,21,2008-12-01 00:00:00+00,Scott,0001-01-01 00:00:00+00,Jack,#,1403,0,UPPER
54580,Los Angeles City Council,CA,13694,1869,,LOCAL,Los Angeles,8,2013-07-01 00:00:00+00,Parks,2003-07-01 00:00:00+00,Bernard,#,4327,0,LOWER
168869,Fremont City Council,CA,168841,858430,,LOCAL,Fremont,At Large,2020-12-01 00:00:00+00,Salwan,2016-12-13 00:00:00+00,Raj,#,4516,1,LOWER
14128,Oakland City Council,CA,14128,2183,,LOCAL,Oakland,AT LARGE,2009-01-01 00:00:00+00,Chang,0001-01-01 00:00:00+00,Henry,#,2823,1,LOWER
176666,Jurupa Valley City Council,CA,173553,859145,,LOCAL,Jurupa Valley,At Large,2020-01-01 00:00:00+00,Goodland,2017-01-01 00:00:00+00,Micheal,#,4316,1,LOWER
201439,Torrance City Council,CA,169002,858336,,LOCAL,Torrance,At Large,2020-06-09 00:00:00+00,Herring,2016-06-14 00:00:00+00,Milton,#,3409,1,LOWER
3255,United States House of Representatives,CA,3255,843,Republican,NATIONAL,,49,2013-01-03 00:00:00+00,Issa,2011-01-06 00:00:00+00,Darrell,#,4507,0,LOWER
168634,Orange City Council,CA,168527,858369,,LOCAL,Orange,At Large,2020-11-30 00:00:00+00,Alvarez,2016-11-01 00:00:00+00,Mike,#,3793,1,LOWER
32670,California Senate,CA,4231,833,Democrat,STATE,,24,2012-12-03 00:00:00+00,Hernandez,2010-12-06 00:00:00+00,Ed,#,1403,0,UPPER
194383,California State Assembly,CA,134707,752701,Republican,STATE,,12,2018-12-03 00:00:00+00,Flora,2016-12-05 00:00:00+00,Heath,#,2446,1,LOWER
196179,Hayward City Council,CA,168416,858346,,LOCAL,Hayward,At Large,2020-11-10 00:00:00+00,Mendall,2016-06-01 00:00:00+00,Al,#,3518,1,LOWER
6034,Sacramento City Council,CA,6034,2667,,LOCAL,Sacramento,7,2010-11-01 00:00:00+00,Waters,0001-01-01 00:00:00+00,Robbie,#,2630,1,LOWER
197445,United States House of Representatives,CA,137152,757193,Democrat,NATIONAL,,24,2019-01-03 00:00:00+00,Carbajal,2017-01-03 00:00:00+00,Salud,#,4507,1,LOWER
9078,California Senate,CA,9078,711,Republican,STATE,,37,2008-12-01 00:00:00+00,Battin,0001-01-01 00:00:00+00,James,#,1403,0,UPPER
188704,Hayward City Council,CA,168413,858346,,LOCAL,Hayward,At Large,2020-11-10 00:00:00+00,Zermeño,2016-06-01 00:00:00+00,Francisco,#,3518,1,LOWER
178395,Fresno City Council,CA,41435,1196,,LOCAL,Fresno,4,2021-01-05 00:00:00+00,Caprioglio,2008-04-15 00:00:00+00,Paul,#,2614,1,LOWER
196553,Santa Clarita City Council,CA,170627,859008,,LOCAL,Santa Clarita,At Large,2020-12-08 00:00:00+00,Kellar,2016-12-13 00:00:00+00,Bob,#,4140,1,LOWER
96163,Stockton City Council,CA,12203,758097,,LOCAL,Stockton,2,2015-01-06 00:00:00+00,Miller,2013-01-01 00:00:00+00,Katherine,#,4253,1,LOWER
69932,San Bernardino City Council,CA,67244,1511,,LOCAL,San Bernardino,5,2014-02-12 00:00:00+00,VACANT,2013-10-17 17:17:45+00,VACANT,#,4333,1,LOWER
69846,San Diego City Council,CA,3433,752536,,LOCAL,San Diego,2,2014-03-03 00:00:00+00,Faulconer,2012-12-03 00:00:00+00,Kevin,#,4259,1,LOWER
197474,California State Assembly,CA,197474,752655,Democrat,STATE,,54,2018-12-03 00:00:00+00,Kamlager-Dove,2018-04-17 00:00:00+00,Sydney,#,2446,1,LOWER
199716,West Covina City Council,CA,170546,859007,,LOCAL,West Covina,At Large,2019-12-05 00:00:00+00,Johnson,2015-12-10 00:00:00+00,Lloyd,#,4139,1,LOWER
88138,California Senate,CA,11065,752751,Democrat,STATE,,7,2015-01-03 00:00:00+00,DeSaulnier,2012-12-03 00:00:00+00,Mark,#,1403,1,UPPER
199443,Pomona City Council,CA,170931,859132,,LOCAL,Pomona,At Large,2020-11-09 00:00:00+00,Sandoval,2016-11-14 00:00:00+00,Tim,#,3865,1,LOWER
197763,California Senate,CA,80086,752726,Democrat,STATE,,26,2018-12-03 00:00:00+00,Allen,2014-12-01 00:00:00+00,Benjamin,#,1403,1,UPPER
179300,United States House of Representatives,CA,3729,757231,Democrat,NATIONAL,,46,2019-01-03 00:00:00+00,Correa,2017-01-03 00:00:00+00,J. Luis,32674,4507,1,LOWER
69915,Sacramento City Council,CA,14962,2667,,LOCAL,Sacramento,7,2014-11-25 00:00:00+00,Fong,2010-11-30 00:00:00+00,Darrell,#,2630,1,LOWER
168778,Oceanside City Council,CA,168707,858368,,LOCAL,Oceanside,At Large,2020-12-02 00:00:00+00,Sanchez,2016-12-07 00:00:00+00,Esther,#,3424,1,LOWER
10559,California Senate,CA,10559,823,Democrat,STATE,,25,2008-12-01 00:00:00+00,Vincent,0001-01-01 00:00:00+00,Edward,#,1403,0,UPPER
7960,United States House of Representatives,CA,7960,867,Democrat,NATIONAL,,12,2013-01-03 00:00:00+00,Speier,2001-01-06 00:00:00+00,Jackie,#,4507,0,LOWER
198915,Costa Mesa City Council,CA,171535,858476,,LOCAL,Costa Mesa,At Large,2018-12-01 00:00:00+00,Foley,2014-12-13 00:00:00+00,Katrina,#,4054,1,LOWER
195423,Santa Clara City Council,CA,171518,858680,,LOCAL,Santa Clara,At Large,2021-01-01 00:00:00+00,Mahan,2017-01-01 00:00:00+00,Patricia,#,4269,1,LOWER
197521,California Senate,CA,80092,752758,Republican,STATE,,34,2018-12-03 00:00:00+00,Nguyen,2014-12-01 00:00:00+00,Janet,#,1403,1,UPPER
171491,Fullerton City Council,CA,168388,858431,,LOCAL,Fullerton,At Large,2018-11-30 00:00:00+00,Silva,2016-11-08 00:00:00+00,Jesus,#,3791,1,LOWER
181335,San Francisco Board of Supervisors,CA,150356,859502,,LOCAL,San Francisco,8,2019-01-08 00:00:00+00,Sheehy,2017-01-06 00:00:00+00,Jeff,#,2636,1,LOWER
104427,California Senate,CA,88149,752728,,STATE,,37,2015-03-25 00:00:00+00,VACANT,2015-01-03 00:00:00+00,VACANT,#,1403,1,UPPER
104423,California Senate,CA,86312,752739,,STATE,,21,2015-03-19 00:00:00+00,VACANT,2015-01-05 00:00:00+00,VACANT,#,1403,1,UPPER
168644,Pasadena City Council,CA,168503,858367,,LOCAL,Pasadena,6,2019-06-06 00:00:00+00,Madison,2015-05-04 00:00:00+00,Steve,#,4542,1,LOWER
184641,Los Angeles City Council,CA,5672,758079,,LOCAL,Los Angeles,15,2021-07-01 00:00:00+00,Buscaino,2013-07-01 00:00:00+00,Joe,#,4327,1,LOWER
80064,California State Assembly,CA,41150,752718,Democrat,STATE,,36,2014-12-01 00:00:00+00,Fox,2012-12-03 00:00:00+00,Steve,#,2446,1,LOWER
194568,Sunnyvale City Council,CA,168716,858370,,LOCAL,Sunnyvale,At Large,2020-12-31 00:00:00+00,Klein,2017-01-01 00:00:00+00,Larry,#,3377,1,LOWER
80247,Sacramento City Council,CA,3546,2674,,LOCAL,Sacramento,6,2014-11-25 00:00:00+00,McCarty,2004-11-01 00:00:00+00,Kevin,201319,2630,1,LOWER
185322,Huntington Beach City Council,CA,171966,858920,,LOCAL,Huntington Beach,At Large,2020-11-23 00:00:00+00,Hardy,2016-11-28 00:00:00+00,Jill,#,3107,1,LOWER
168481,Vallejo City Council,CA,168427,858340,,LOCAL,Vallejo,At Large,2021-01-01 00:00:00+00,Sunga,2016-12-05 00:00:00+00,Hermie,#,3455,1,LOWER
151205,United States House of Representatives,CA,6641,757232,Democrat,NATIONAL,,34,2017-01-25 00:00:00+00,Becerra,2013-01-03 00:00:00+00,Xavier,#,4507,1,LOWER
194461,California State Assembly,CA,32726,752709,Democrat,STATE,,10,2018-12-03 00:00:00+00,Levine,2012-12-03 00:00:00+00,Marc,#,2446,1,LOWER
178456,Anaheim City Council,CA,142580,841708,,LOCAL,Anaheim,3,2020-12-01 00:00:00+00,Moreno,2016-12-06 00:00:00+00,Jose,#,4255,1,LOWER
168646,Pasadena City Council,CA,168492,858436,,LOCAL,Pasadena,At Large,2019-05-06 00:00:00+00,Tornek,2015-05-04 00:00:00+00,Terry,#,4542,1,LOWER
136886,Anaheim City Council,CA,68517,758706,,LOCAL,Anaheim,At Large,2016-12-06 00:00:00+00,Brandman,2013-09-24 00:00:00+00,Jordan,#,4255,2,LOWER
132596,San Francisco Board of Supervisors,CA,16352,453,,LOCAL,San Francisco,1,2017-01-08 00:00:00+00,Mar,2009-01-08 00:00:00+00,Eric,#,2636,1,LOWER
188287,Oakland City Council,CA,12674,841067,,LOCAL,Oakland,6,2019-01-07 00:00:00+00,Brooks,2015-01-05 00:00:00+00,Desley,#,2823,1,LOWER
104573,United States House of Representatives,CA,13589,757234,Democrat,NATIONAL,,44,2017-01-03 00:00:00+00,Hahn,2013-01-03 00:00:00+00,Janice,#,4507,1,LOWER
181414,Stockton City Council,CA,136965,758096,,LOCAL,Stockton,4,2021-01-01 00:00:00+00,Lenz,2017-01-01 00:00:00+00,Susan,#,4253,1,LOWER
54584,Los Angeles City Council,CA,13427,527,,LOCAL,Los Angeles,12,2013-07-01 00:00:00+00,Englander,2011-07-01 00:00:00+00,Mitchell,#,4327,0,LOWER
54572,Los Angeles City Council,CA,11081,416,,LOCAL,Los Angeles,1,2013-07-01 00:00:00+00,Reyes,2003-07-01 00:00:00+00,Ed,#,4327,0,LOWER
106388,California State Assembly,CA,15981,752666,Democrat,STATE,,43,2016-12-05 00:00:00+00,Gatto,2012-12-03 00:00:00+00,Mike,#,2446,1,LOWER
195424,Santa Clara City Council,CA,171519,858680,,LOCAL,Santa Clara,At Large,2021-01-01 00:00:00+00,O'Neill,2017-01-01 00:00:00+00,Teresa,#,4269,1,LOWER
201320,California State Assembly,CA,134750,752666,Democrat,STATE,,43,2018-12-03 00:00:00+00,Friedman,2016-12-05 00:00:00+00,Laura,#,2446,1,LOWER
199273,California State Assembly,CA,134748,752720,Republican,STATE,,38,2018-12-03 00:00:00+00,Acosta,2016-12-05 00:00:00+00,Dante,#,2446,1,LOWER
94710,California Senate,CA,15492,752739,Republican,STATE,,21,2015-01-05 00:00:00+00,Knight,2012-12-03 00:00:00+00,Steve,200160,1403,1,UPPER
6074,Sacramento Mayor,CA,6074,264,,LOCAL,Sacramento,SACRAMENTO,2008-11-01 00:00:00+00,Fargo,0001-01-01 00:00:00+00,Heather,#,2631,1,EXEC
106375,California State Assembly,CA,4146,752704,Democrat,STATE,,30,2016-12-05 00:00:00+00,Alejo,2012-12-03 00:00:00+00,Luis,#,2446,1,LOWER
122051,Bakersfield City Council,CA,24225,617,,LOCAL,Bakersfield,2,2014-12-01 00:00:00+00,Maxwell,2012-12-01 00:00:00+00,Terry,#,2613,1,LOWER
195417,Santa Clara City Council,CA,171508,858680,,LOCAL,Santa Clara,At Large,2019-01-01 00:00:00+00,Gillmor,2016-02-01 00:00:00+00,Lisa,#,4269,1,LOWER
54574,Los Angeles City Council,CA,5858,691,Democrat,LOCAL,Los Angeles,2,2013-07-01 00:00:00+00,Krekorian,2010-01-05 00:00:00+00,Paul,#,4327,0,LOWER
54576,Los Angeles City Council,CA,2557,1232,,LOCAL,Los Angeles,4,2013-07-01 00:00:00+00,LaBonge,2007-07-01 00:00:00+00,Tom,#,4327,0,LOWER
174450,Modesto City Council,CA,171502,858541,,LOCAL,Modesto,3,2019-11-12 00:00:00+00,Ah You,2015-11-10 00:00:00+00,Kristi,#,3818,1,LOWER
5617,California Senate,CA,5617,720,Republican,STATE,,29,2012-12-03 00:00:00+00,Huff,2008-12-01 00:00:00+00,Robert,#,1403,0,UPPER
1408,United States House of Representatives,CA,1408,812,Republican,NATIONAL,,4,2013-01-03 00:00:00+00,McClintock,2011-01-06 00:00:00+00,Tom,#,4507,0,LOWER
196549,Palmdale City Council,CA,170724,859011,,LOCAL,Palmdale,3,2018-11-30 00:00:00+00,Bettencourt,2016-11-30 00:00:00+00,Laura,#,3878,1,LOWER
79799,California Senate,CA,13279,752754,Republican,STATE,,18,2014-12-01 00:00:00+00,Fuller,2012-12-03 00:00:00+00,Jean,#,1403,1,UPPER
48426,Oxnard Mayor,CA,2551,250,,LOCAL,Oxnard,OXNARD,2012-12-04 00:00:00+00,Holden,0001-01-01 00:00:00+00,Thomas,#,530,1,EXEC
39378,San Diego City Council,CA,17192,752538,,LOCAL,San Diego,4,2013-01-02 00:00:00+00,Young,2012-12-03 00:00:00+00,Tony,#,4259,1,LOWER
13894,Santa Ana City Council,CA,13894,1525,,LOCAL,Santa Ana,5,2012-11-01 00:00:00+00,Alvarez,0001-01-01 00:00:00+00,Claudia,#,2645,1,LOWER
196570,Menlo Park City Council,CA,174757,859141,,LOCAL,Menlo Park,At Large,2018-11-30 00:00:00+00,Keith,2014-11-30 00:00:00+00,Kirsten,#,4379,1,LOWER
168804,Murrieta City Council,CA,168540,858386,,LOCAL,Murrieta,At Large,2018-12-04 00:00:00+00,Gibbs,2014-12-02 00:00:00+00,Rick,#,3498,1,LOWER
106380,California State Assembly,CA,8630,752712,Republican,STATE,,35,2016-12-05 00:00:00+00,Achadjian,2012-12-03 00:00:00+00,K.H.,#,2446,1,LOWER
10571,California Senate,CA,10571,779,Democrat,STATE,,11,2012-12-03 00:00:00+00,Simitian,2008-12-01 00:00:00+00,S. Joseph,#,1403,0,UPPER
21174,United States House of Representatives,CA,13589,935,Democrat,NATIONAL,,36,2013-01-03 00:00:00+00,Hahn,2011-07-19 00:00:00+00,Janice,200142,4507,0,LOWER
80055,California State Assembly,CA,17234,752693,Democrat,STATE,,17,2014-12-01 00:00:00+00,Ammiano,2012-12-03 00:00:00+00,Tom,#,2446,1,LOWER
179163,Sacramento City Council,CA,12081,2677,,LOCAL,Sacramento,5,2018-11-27 00:00:00+00,Schenirer,2006-11-01 00:00:00+00,Jay,#,2630,1,LOWER
17914,United States House of Representatives,CA,17914,853,Republican,NATIONAL,,2,2013-01-03 00:00:00+00,Herger,2011-01-06 00:00:00+00,Walter,#,4507,0,LOWER
6275,United States House of Representatives,CA,6275,814,Republican,NATIONAL,,3,2013-01-03 00:00:00+00,Lungren,2011-01-06 00:00:00+00,Daniel,#,4507,0,LOWER
54573,Los Angeles City Council,CA,15130,691,,LOCAL,Los Angeles,2,2011-07-01 00:00:00+00,Greuel,2007-07-01 00:00:00+00,Wendy,#,4327,0,LOWER
198913,Costa Mesa City Council,CA,171536,858476,,LOCAL,Costa Mesa,At Large,2018-12-01 00:00:00+00,Righeimer,2014-12-02 00:00:00+00,Jim,#,4054,1,LOWER
192942,California State Assembly,CA,67803,752655,Democrat,STATE,,54,2017-12-27 00:00:00+00,Ridley-Thomas,2013-12-05 00:00:00+00,Sebastian,#,2446,1,LOWER
196482,Lancaster City Council,CA,168512,858345,,LOCAL,Lancaster,At Large,2020-04-28 00:00:00+00,Parris,2016-04-26 00:00:00+00,R.,#,4323,1,LOWER
24626,Oakland City Council,CA,8536,974,,LOCAL,Oakland,3,2013-01-07 00:00:00+00,Nadel,0001-01-01 00:00:00+00,Nancy,#,2823,1,LOWER
54583,Los Angeles City Council,CA,5445,508,,LOCAL,Los Angeles,11,2013-07-01 00:00:00+00,Rosendahl,2005-07-01 00:00:00+00,William,#,4327,0,LOWER
194473,California State Assembly,CA,80025,752686,Republican,STATE,,33,2018-12-03 00:00:00+00,Obernolte,2014-12-01 00:00:00+00,Jay,#,2446,1,LOWER
41427,Fresno City Council,CA,2737,656,,LOCAL,Fresno,2,2013-01-07 00:00:00+00,Borgeas,2009-01-01 00:00:00+00,Andreas,#,2614,1,LOWER
99500,San Francisco Board of Supervisors,CA,79813,1006,,LOCAL,San Francisco,3,2015-01-07 00:00:00+00,VACANT,2014-12-03 00:00:00+00,VACANT,#,2636,1,LOWER
126889,California State Assembly,CA,15528,752685,Republican,STATE,,71,2016-12-05 00:00:00+00,Jones,2012-12-03 00:00:00+00,Brian,#,2446,1,LOWER
178025,Downey City Council,CA,171657,858453,,LOCAL,Downey,4,2018-11-06 00:00:00+00,Vasquez,2014-11-01 00:00:00+00,Fernando,#,4056,1,LOWER
10925,California Senate,CA,10925,803,Republican,STATE,,12,2010-12-06 00:00:00+00,Denham,0001-01-01 00:00:00+00,Jeff,#,1403,0,UPPER
15579,California Governor,CA,15579,87,Republican,STATE,,CA,2011-01-01 00:00:00+00,Schwarzenegger,2007-01-05 00:00:00+00,Arnold,#,4456,2,EXEC
80953,San Jose City Council,CA,8014,2693,,LOCAL,San Jose,5,2015-01-01 00:00:00+00,Campos,2010-12-31 00:00:00+00,Xavier,#,2638,1,LOWER
15214,Long Beach City Council,CA,15214,2799,,LOCAL,Long Beach,7,2010-07-01 00:00:00+00,Reyes Uranga,0001-01-01 00:00:00+00,Tonia,#,1473,1,LOWER
196460,Salinas City Council,CA,170734,858816,,LOCAL,Salinas,3,2018-11-13 00:00:00+00,McShane,2014-11-11 00:00:00+00,Steve,#,3861,1,LOWER
194560,Fremont City Council,CA,168842,858430,,LOCAL,Fremont,At Large,2018-12-01 00:00:00+00,Bonaccorsi,2017-02-07 00:00:00+00,David,#,4516,1,LOWER
51759,California Senate,CA,39633,752731,,STATE,,40,2013-03-21 00:00:00+00,VACANT,2013-01-03 00:00:00+00,VACANT,#,1403,1,UPPER
183707,Modesto City Council,CA,171501,858542,,LOCAL,Modesto,2,2021-11-09 00:00:00+00,Madrigal,2013-11-12 00:00:00+00,Tony,#,3818,1,LOWER
195986,Roseville City Council,CA,171003,858937,,LOCAL,Roseville,At Large,2020-12-02 00:00:00+00,Allard,2016-12-07 00:00:00+00,John,#,3841,1,LOWER
32678,California Senate,CA,3038,810,Republican,STATE,,14,2012-12-03 00:00:00+00,Berryhill,2010-12-06 00:00:00+00,Tom,#,1403,0,UPPER
174614,Clovis City Council,CA,173018,859306,,LOCAL,Clovis,At Large,2019-03-31 00:00:00+00,Whalen,2012-01-01 00:00:00+00,Bob,#,3358,1,LOWER
185293,Riverside City Council,CA,70039,1673,,LOCAL,Riverside,6,2021-07-13 00:00:00+00,Perry,2014-01-01 00:00:00+00,Jim,#,2717,1,LOWER
195898,Hayward City Council,CA,168420,858346,,LOCAL,Hayward,At Large,2020-11-10 00:00:00+00,Márquez,2014-07-22 00:00:00+00,Elisa,#,3518,1,LOWER
194410,California State Assembly,CA,32732,752697,Democrat,STATE,,11,2018-12-03 00:00:00+00,Frazier,2012-12-03 00:00:00+00,Jim,#,2446,1,LOWER
80134,California Senate,CA,17704,752759,Democrat,STATE,,32,2014-12-01 00:00:00+00,Torres,2013-05-20 00:00:00+00,Norma,54490,1403,1,UPPER
7040,San Jose City Council,CA,7040,2701,,LOCAL,San Jose,9,2010-12-31 00:00:00+00,Chirco,0001-01-01 00:00:00+00,Judy,#,2638,1,LOWER
179162,Sacramento City Council,CA,80238,2667,,LOCAL,Sacramento,7,2018-11-27 00:00:00+00,Jennings,2014-11-25 00:00:00+00,Rick,#,2630,1,LOWER
178416,Berkeley Mayor,CA,10994,841037,,LOCAL,Berkeley,BERKELEY,2020-12-01 00:00:00+00,Arreguin,2016-12-01 00:00:00+00,Jesse,122072,484,1,EXEC
200077,California State Assembly,CA,55380,752680,Democrat,STATE,,80,2018-12-03 00:00:00+00,Gonzalez,2013-05-01 00:00:00+00,Lorena,#,2446,1,LOWER
171305,Elk Grove City Council,CA,168673,858390,,LOCAL,Elk Grove,At Large,2020-12-09 00:00:00+00,Detrick,2016-12-14 00:00:00+00,Steven,#,3800,1,LOWER
16103,Santa Ana City Council,CA,16103,1010,,LOCAL,Santa Ana,3,2012-11-01 00:00:00+00,Bustamante,0001-01-01 00:00:00+00,Carlos,#,2645,1,LOWER
194353,California State Assembly,CA,32863,752717,Democrat,STATE,,50,2018-12-03 00:00:00+00,Bloom,2012-12-03 00:00:00+00,Richard,#,2446,1,LOWER
56415,Long Beach City Council,CA,4636,2792,,LOCAL,Long Beach,8,2012-07-19 00:00:00+00,Gabelich,0001-01-01 00:00:00+00,Rae,#,1473,1,LOWER
69750,Long Beach City Council,CA,15643,2799,,LOCAL,Long Beach,7,2014-07-17 00:00:00+00,Johnson,0001-01-01 00:00:00+00,James,#,1473,1,LOWER
201324,California State Assembly,CA,32782,752700,Democrat,STATE,,20,2018-12-03 00:00:00+00,Quirk,2012-12-03 00:00:00+00,Bill,#,2446,1,LOWER
200455,Salinas City Council,CA,170742,859016,,LOCAL,Salinas,5,2018-11-13 00:00:00+00,Craig,2014-11-11 00:00:00+00,Kimbley,#,3861,1,LOWER
168797,Richmond City Council,CA,168430,858341,,LOCAL,Richmond,At Large,2019-01-08 00:00:00+00,Beckles,2015-01-13 00:00:00+00,Jovanka,#,3482,1,LOWER
192585,Riverside City Council,CA,179563,1795,,LOCAL,Riverside,7,2019-07-09 00:00:00+00,Adams,2017-09-18 00:00:00+00,Steve,#,2717,1,LOWER
163258,United States House of Representatives,CA,8551,757219,Democrat,NATIONAL,,5,2019-01-03 00:00:00+00,Thompson,2013-01-03 00:00:00+00,Michael,#,4507,1,LOWER
178368,Santa Ana City Council,CA,719,1010,,LOCAL,Santa Ana,3,2020-12-08 00:00:00+00,Solorio,2016-12-13 00:00:00+00,Jose,#,2645,1,LOWER
