id,name_formal,state,official_sk,district_sk,party,gov_type,city,district_id,valid_to,last_name,valid_from,first_name,links,chamber_id,num_officials,chamber_type
168806,Murrieta City Council,CA,168542,858386,,LOCAL,Murrieta,At Large,2020-12-01 00:00:00+00,Lane,2016-12-06 00:00:00+00,Randon,#,3498,1,LOWER
48861,Oxnard City Council,CA,5057,2202,,LOCAL,Oxnard,At Large,2012-12-04 00:00:00+00,Pinkard,2008-01-01 00:00:00+00,Irene,#,4241,4,LOWER
188187,Oceanside City Council,CA,168684,858368,,LOCAL,Oceanside,At Large,2018-01-01 00:00:00+00,Wood,2016-12-07 00:00:00+00,Jim,#,3424,1,LOWER
24630,Oakland City Council,CA,15905,713,,LOCAL,Oakland,2,2015-01-05 00:00:00+00,Kernighan,2011-01-01 00:00:00+00,Patricia,#,2823,1,LOWER
168479,Vallejo City Council,CA,168426,858340,,LOCAL,Vallejo,At Large,2019-01-01 00:00:00+00,Miessner,2014-12-02 00:00:00+00,Katy,#,3455,1,LOWER
201326,San Francisco Mayor,CA,11082,279,,LOCAL,San Francisco,SAN FRANCISCO,2018-06-11 00:00:00+00,Farrell,2018-01-24 00:00:00+00,Mark,194113,2637,1,EXEC
178421,Berkeley City Council,CA,177858,841040,,LOCAL,Berkeley,5,2020-12-01 00:00:00+00,Hahn,2016-12-01 00:00:00+00,Sophie,#,4500,1,LOWER
201100,California Senate,CA,32552,752730,Democrat,STATE,,19,2020-12-07 00:00:00+00,Jackson,2012-12-03 00:00:00+00,Hannah-Beth,#,1403,1,UPPER
7499,United States House of Representatives,CA,7499,918,Democrat,NATIONAL,,32,2013-01-03 00:00:00+00,Chu,2011-01-03 00:00:00+00,Judy,#,4507,0,LOWER
195410,Visalia City Council,CA,169004,858333,,LOCAL,Visalia,3,2018-11-30 00:00:00+00,Gubler,2016-12-16 00:00:00+00,Warren,#,3422,1,LOWER
86981,San Francisco Mayor,CA,12300,279,,LOCAL,San Francisco,SAN FRANCISCO,2011-01-10 00:00:00+00,Newsom,0001-01-01 00:00:00+00,Gavin,#,2637,1,EXEC
193490,California Senate,CA,193490,752759,,STATE,,32,,VACANT,2018-02-23 00:00:00+00,VACANT,#,1403,1,UPPER
200536,Santa Rosa City Council,CA,168686,858420,,LOCAL,Santa Rosa,At Large,2018-11-30 00:00:00+00,Coursey,2014-11-01 00:00:00+00,Chris,#,3801,1,LOWER
195989,Roseville City Council,CA,170994,858937,,LOCAL,Roseville,At Large,2018-12-05 00:00:00+00,Herman,2014-12-03 00:00:00+00,Tim,#,3841,1,LOWER
134797,San Diego City Council,CA,9035,450,,LOCAL,San Diego,1,0001-01-02 00:00:00+00,Peters,0001-01-01 00:00:00+00,Scott,#,4259,0,LOWER
195169,Ventura City Council,CA,168452,859440,,LOCAL,Ventura,At Large,2018-12-07 00:00:00+00,Andrews,2015-11-09 00:00:00+00,Neal,#,3479,7,LOWER
17654,United States House of Representatives,CA,17654,913,Democrat,NATIONAL,,43,2013-01-03 00:00:00+00,Baca,2011-01-06 00:00:00+00,Joe,#,4507,0,LOWER
134802,San Diego City Council,CA,16345,1686,,LOCAL,San Diego,6,2010-01-01 00:00:00+00,Frye,0001-01-01 00:00:00+00,Donna,#,4259,0,LOWER
79807,California Senate,CA,13016,752727,Republican,STATE,,36,2014-12-01 00:00:00+00,Anderson,2012-12-03 00:00:00+00,Joel,#,1403,1,UPPER
194573,Sunnyvale City Council,CA,168718,858370,,LOCAL,Sunnyvale,At Large,2020-12-31 00:00:00+00,Smith,2017-01-01 00:00:00+00,Nancy,#,3377,1,LOWER
80100,California State Assembly,CA,16042,752721,Republican,STATE,,44,2014-12-01 00:00:00+00,Gorell,2012-12-03 00:00:00+00,Jeff,#,2446,1,LOWER
92873,United States House of Representatives,CA,11646,757199,Republican,NATIONAL,,45,2015-01-06 00:00:00+00,Campbell,2013-01-03 00:00:00+00,John,#,4507,1,LOWER
106964,California Senate,CA,1012,752755,Democrat,STATE,,27,2016-12-05 00:00:00+00,Pavley,2012-12-03 00:00:00+00,Fran,#,1403,1,UPPER
295,United States House of Representatives,CA,295,861,Democrat,NATIONAL,,10,2009-06-26 00:00:00+00,Tauscher,2009-01-06 00:00:00+00,Ellen,#,4507,0,LOWER
168823,Elk Grove City Council,CA,168670,858390,,LOCAL,Elk Grove,At Large,2018-12-12 00:00:00+00,Ly,2016-12-14 00:00:00+00,Steve,#,3800,1,LOWER
66653,San Bernardino City Council,CA,18296,1802,,LOCAL,San Bernardino,7,2013-11-24 00:00:00+00,McCammack,0001-01-01 00:00:00+00,Wendy,#,4333,1,LOWER
174655,Santa Maria City Council,CA,173112,859005,,LOCAL,Santa Maria,At Large,2020-12-15 00:00:00+00,Cordero,2016-12-20 00:00:00+00,Mike,#,4066,1,LOWER
111488,Santa Ana City Council,CA,48875,1010,,LOCAL,Santa Ana,3,2016-12-13 00:00:00+00,Amezcua,2012-12-11 00:00:00+00,Angelica,#,2645,1,LOWER
188263,Temecula City Council,CA,168460,858421,,LOCAL,Temecula,At Large,2020-11-30 00:00:00+00,Stewart,2016-11-13 00:00:00+00,James,#,4015,1,LOWER
188910,San Francisco Board of Supervisors,CA,121594,859507,,LOCAL,San Francisco,3,2021-01-08 00:00:00+00,Peskin,2016-01-08 00:00:00+00,Aaron,#,2636,1,LOWER
159474,United States House of Representatives,CA,11054,757233,Democrat,NATIONAL,,28,2019-01-03 00:00:00+00,Schiff,2013-01-03 00:00:00+00,Adam,#,4507,1,LOWER
150358,San Francisco Board of Supervisors,CA,134533,1897,,LOCAL,San Francisco,8,2017-01-06 00:00:00+00,VACANT,2016-12-05 00:00:00+00,VACANT,#,2636,1,LOWER
195996,Moreno Valley City Council,CA,171344,858951,,LOCAL,Moreno Valley,4,2019-01-15 00:00:00+00,Cabrera,2017-06-16 00:00:00+00,Ulises,#,3825,1,LOWER
70109,Stockton City Council,CA,54880,758099,,LOCAL,Stockton,5,2015-01-01 00:00:00+00,Burgos Medina,2013-01-01 17:46:16+00,Dyane,#,4253,1,LOWER
111508,Stockton City Council,CA,54903,758100,,LOCAL,Stockton,6,2017-01-01 00:00:00+00,Tubbs,2013-01-01 00:00:00+00,Michael,201132,4253,1,LOWER
197475,California State Assembly,CA,192943,752655,,STATE,,54,2018-04-17 00:00:00+00,VACANT,2017-12-27 00:00:00+00,VACANT,#,2446,1,LOWER
80222,California State Assembly,CA,12844,752669,Republican,STATE,,74,2014-12-01 00:00:00+00,Mansoor,2012-12-03 00:00:00+00,Allan,198911,2446,1,LOWER
79803,California Senate,CA,4231,752757,Democrat,STATE,,24,2014-12-01 00:00:00+00,Hernandez,2012-12-03 00:00:00+00,Ed,#,1403,1,UPPER
32669,California Senate,CA,16407,836,Democrat,STATE,,20,2012-12-03 00:00:00+00,Padilla,2010-12-06 00:00:00+00,Alex,#,1403,0,UPPER
184654,Los Angeles City Council,CA,55371,758084,,LOCAL,Los Angeles,9,2021-07-01 00:00:00+00,Price,2013-07-01 00:00:00+00,Curren,#,4327,1,LOWER
79804,California Senate,CA,16672,752729,Democrat,STATE,,28,2014-12-01 00:00:00+00,Lieu,2012-12-03 00:00:00+00,Ted,#,1403,1,UPPER
178372,Santa Ana Mayor,CA,11248,287,,LOCAL,Santa Ana,SANTA ANA,2020-12-08 00:00:00+00,Pulido,1994-12-01 00:00:00+00,Miguel,#,2646,1,EXEC
62200,San Diego City Council,CA,39381,752538,,LOCAL,San Diego,4,2013-12-17 00:00:00+00,VACANT,2013-01-02 14:51:20+00,VACANT,#,4259,1,LOWER
10754,United States House of Representatives,CA,10754,947,Democrat,NATIONAL,,47,2013-01-03 00:00:00+00,Sanchez,2011-01-06 00:00:00+00,Loretta,#,4507,0,LOWER
79795,California Senate,CA,14369,752735,Democrat,STATE,,8,2014-12-01 00:00:00+00,Yee,2012-12-03 00:00:00+00,Leland,#,1403,1,UPPER
200084,San Jose City Council,CA,136872,2686,,LOCAL,San Jose,2,2021-01-01 00:00:00+00,Jimenez,2017-01-01 00:00:00+00,Sergio,#,2638,1,LOWER
188598,United States House of Representatives,CA,34229,757194,Democrat,NATIONAL,,36,2019-01-03 00:00:00+00,Ruiz,2013-01-03 00:00:00+00,Raul,#,4507,1,LOWER
132606,San Francisco Board of Supervisors,CA,15542,515,,LOCAL,San Francisco,11,2017-01-08 00:00:00+00,Avalos,2009-01-08 00:00:00+00,John,#,2636,1,LOWER
196461,Salinas City Council,CA,170737,858858,,LOCAL,Salinas,4,2020-11-10 00:00:00+00,De La Rosa,2016-11-15 00:00:00+00,Gloria,#,3861,1,LOWER
123668,California State Assembly,CA,79734,752698,Democrat,STATE,,4,2016-12-05 00:00:00+00,Dodd,2014-12-01 00:00:00+00,Bill,192319,2446,1,LOWER
54586,Los Angeles City Council,CA,5996,542,,LOCAL,Los Angeles,13,2013-07-01 00:00:00+00,Garcetti,2005-07-01 00:00:00+00,Eric,184655,4327,0,LOWER
7151,San Francisco Board of Supervisors,CA,7151,1691,,LOCAL,San Francisco,6,2011-01-08 00:00:00+00,Daly,0001-01-01 00:00:00+00,Chris,#,2636,1,LOWER
168635,Orange City Council,CA,168528,858369,,LOCAL,Orange,At Large,2020-11-30 00:00:00+00,Murphy,2016-11-01 00:00:00+00,Mark,#,3793,1,LOWER
122069,Berkeley City Council,CA,17140,368,,LOCAL,Berkeley,1,2014-12-01 00:00:00+00,Maio,2006-12-01 00:00:00+00,Linda,#,4500,1,LOWER
929,United States House of Representatives,CA,929,831,Republican,NATIONAL,,25,2013-01-03 00:00:00+00,McKeon,2011-01-06 00:00:00+00,Howard,#,4507,0,LOWER
70107,Stockton City Council,CA,9222,758098,,LOCAL,Stockton,3,2015-01-01 00:00:00+00,Canepa,2013-01-01 00:00:00+00,Paul,#,4253,1,LOWER
194495,California State Assembly,CA,32774,752695,Democrat,STATE,,18,2018-12-03 00:00:00+00,Bonta,2012-12-03 00:00:00+00,Rob,#,2446,1,LOWER
134812,San Diego City Council,CA,3398,1520,,LOCAL,San Diego,5,0001-01-02 00:00:00+00,Maienschein,0001-01-01 00:00:00+00,Brian,197919,4259,0,LOWER
122053,Bakersfield City Council,CA,24226,1156,,LOCAL,Bakersfield,4,2014-12-01 00:00:00+00,Smith,2012-12-01 00:00:00+00,Bob,#,2613,1,LOWER
200668,Menlo Park City Council,CA,174799,859141,,LOCAL,Menlo Park,At Large,2020-11-30 00:00:00+00,Mueller,2016-11-30 00:00:00+00,Ray,#,4379,1,LOWER
196850,San Mateo City Council,CA,182409,858947,,LOCAL,San Mateo,At Large,2022-12-05 00:00:00+00,Rodriguez,2017-12-04 00:00:00+00,Eric,#,4413,1,LOWER
184655,Los Angeles Mayor,CA,5996,220,,LOCAL,Los Angeles,LOS ANGELES,2021-07-01 00:00:00+00,Garcetti,2013-07-01 00:00:00+00,Eric,54586,3065,1,EXEC
197813,Vista City Council,CA,168837,858425,,LOCAL,Vista,At Large,2020-12-01 00:00:00+00,Green,2016-12-16 00:00:00+00,Joe,#,3808,1,LOWER
194483,California State Assembly,CA,10045,752715,Democrat,STATE,,32,2018-12-03 00:00:00+00,Salas,2012-12-03 00:00:00+00,Rudy,32823,2446,1,LOWER
106400,California State Assembly,CA,80123,752672,Republican,STATE,,55,2016-12-05 00:00:00+00,Chang,2014-12-01 00:00:00+00,Ling-Ling,#,2446,1,LOWER
16138,Long Beach City Council,CA,16138,2788,,LOCAL,Long Beach,9,2010-07-01 00:00:00+00,Lerch,0001-01-01 00:00:00+00,Val,#,1473,1,LOWER
11065,California Senate,CA,11065,743,Democrat,STATE,,7,2012-12-03 00:00:00+00,DeSaulnier,2008-12-01 00:00:00+00,Mark,188606,1403,0,UPPER
194362,California State Assembly,CA,32942,752683,Republican,STATE,,76,2018-12-03 00:00:00+00,Chávez,2012-12-03 00:00:00+00,Rocky,#,2446,1,LOWER
79801,California Senate,CA,9886,752756,Democrat,STATE,,22,2014-12-01 00:00:00+00,de León,2012-12-03 00:00:00+00,Kevin,#,1403,1,UPPER
112952,Los Angeles County Board of Supervisors,CA,7032,2923,,LOCAL,Los Angeles,1,2014-12-01 00:00:00+00,Molina,2011-01-01 00:00:00+00,Gloria,#,1614,1,LOWER
2010,California Senate,CA,2010,775,Democrat,STATE,,9,2012-12-03 00:00:00+00,Hancock,2008-12-01 00:00:00+00,Loni,#,1403,0,UPPER
199274,Glendale City Council,CA,168756,858344,,LOCAL,Glendale,At Large,2021-04-01 00:00:00+00,Sinanyan,2017-04-01 00:00:00+00,Zareh,#,3376,1,LOWER
199256,Roseville City Council,CA,170989,858937,,LOCAL,Roseville,At Large,2020-12-02 00:00:00+00,Gore,2016-12-07 00:00:00+00,Bonnie,#,3841,1,LOWER
8734,California Senate,CA,8734,826,Democrat,STATE,,28,2010-12-06 00:00:00+00,Oropeza,0001-01-01 00:00:00+00,Jenny,#,1403,0,UPPER
122074,Berkeley City Council,CA,13000,1585,,LOCAL,Berkeley,6,2014-12-01 00:00:00+00,Wengraf,2008-12-01 00:00:00+00,Susan,#,4500,1,LOWER
168597,Fairfield City Council,CA,168444,858429,,LOCAL,Fairfield,At Large,2020-11-30 00:00:00+00,Bertani,2016-11-30 00:00:00+00,Pam,#,3505,1,LOWER
194561,Fremont City Council,CA,168838,858430,,LOCAL,Fremont,At Large,2020-12-01 00:00:00+00,Mei,2016-12-13 00:00:00+00,Lily,#,4516,1,LOWER
174224,West Covina City Council,CA,170543,859007,,LOCAL,West Covina,At Large,2018-12-06 00:00:00+00,Spence,2013-12-05 00:00:00+00,Mike,#,4139,1,LOWER
184643,Los Angeles City Council,CA,10762,758077,,LOCAL,Los Angeles,3,2021-07-01 00:00:00+00,Blumenfield,2013-07-01 00:00:00+00,Bob,58909,4327,1,LOWER
194571,Sunnyvale City Council,CA,168719,858370,,LOCAL,Sunnyvale,At Large,2020-12-31 00:00:00+00,Melton,2017-01-01 00:00:00+00,Russ,#,3377,1,LOWER
200809,San Jose City Council,CA,136874,2695,,LOCAL,San Jose,6,2021-01-01 00:00:00+00,Davis,2017-01-01 00:00:00+00,Devora,#,2638,1,LOWER
194500,California State Assembly,CA,79732,752699,Republican,STATE,,3,2018-12-03 00:00:00+00,Gallagher,2014-12-01 00:00:00+00,James,#,2446,1,LOWER
32663,California Senate,CA,46,787,Democrat,STATE,,10,2012-12-03 00:00:00+00,Corbett,2010-12-06 00:00:00+00,Ellen,#,1403,0,UPPER
199700,Ontario City Council,CA,168736,858342,,LOCAL,Ontario,At Large,2020-11-30 00:00:00+00,Valencia,2016-11-01 00:00:00+00,Ruben,#,3806,1,LOWER
54905,Stockton Mayor,CA,17872,294,,LOCAL,Stockton,STOCKTON,2013-01-01 00:00:00+00,Johnston,0001-01-01 00:00:00+00,Ann ,#,2651,0,EXEC
184387,San Diego Mayor,CA,3433,277,Republican,LOCAL,San Diego,SAN DIEGO,2020-12-07 00:00:00+00,Faulconer,2014-03-03 00:00:00+00,Kevin,134819,2635,1,EXEC
196497,Modesto City Council,CA,171504,858539,,LOCAL,Modesto,5,2021-11-09 00:00:00+00,Kenoyer,2013-11-12 00:00:00+00,Jenny,#,3818,1,LOWER
680,San Francisco Board of Supervisors,CA,680,515,,LOCAL,San Francisco,11,2009-01-08 00:00:00+00,Sandoval,0001-01-01 00:00:00+00,Gerardo,#,2636,1,LOWER
188633,United States House of Representatives,CA,6073,757224,Democrat,NATIONAL,,30,2019-01-03 00:00:00+00,Sherman,2013-01-03 00:00:00+00,Brad,#,4507,1,LOWER
168799,Richmond City Council,CA,168438,858341,,LOCAL,Richmond,At Large,2021-01-12 00:00:00+00,Choi,2017-01-10 00:00:00+00,Ben,#,3482,1,LOWER
15288,United States House of Representatives,CA,15288,923,Democrat,NATIONAL,,30,2013-01-03 00:00:00+00,Waxman,2011-01-06 00:00:00+00,Henry,#,4507,0,LOWER
196568,Menlo Park City Council,CA,174800,859141,,LOCAL,Menlo Park,At Large,2020-11-30 00:00:00+00,Carlton,2016-11-30 00:00:00+00,Catherine,#,4379,1,LOWER
168865,Fremont City Council,CA,168840,858430,,LOCAL,Fremont,At Large,2020-12-01 00:00:00+00,Bacon,2016-12-13 00:00:00+00,Vinnie,#,4516,1,LOWER
15872,United States House of Representatives,CA,15872,906,Republican,NATIONAL,,26,2013-01-03 00:00:00+00,Dreier,2011-01-06 00:00:00+00,David,#,4507,0,LOWER
198058,Garden Grove City Council,CA,174890,858746,,LOCAL,Garden Grove,5,2020-12-15 00:00:00+00,Klopfenstein,2016-12-20 00:00:00+00,Stephanie,#,4572,1,LOWER
168636,Orange City Council,CA,168531,858369,,LOCAL,Orange,At Large,2018-11-30 00:00:00+00,Nichols,2014-11-01 00:00:00+00,Kim,#,3793,1,LOWER
179568,Riverside City Council,CA,2782,730,,LOCAL,Riverside,2,2021-07-13 00:00:00+00,Melendrez,2006-01-01 00:00:00+00,Andy,#,2717,1,LOWER
112953,Los Angeles County Board of Supervisors,CA,6248,2920,,LOCAL,Los Angeles,3,2014-12-01 00:00:00+00,Yaroslavsky,2011-01-01 00:00:00+00,Zev,#,1614,1,LOWER
196470,Pomona City Council,CA,170917,858829,,LOCAL,Pomona,5,2018-11-12 00:00:00+00,Escobar,2014-11-10 00:00:00+00,Ginna,#,3865,1,LOWER
122133,Oakland City Council,CA,25368,431,,LOCAL,Oakland,1,2015-01-05 00:00:00+00,Kalb,2013-01-07 00:00:00+00,Dan,#,2823,1,LOWER
185318,Huntington Beach City Council,CA,171963,858920,,LOCAL,Huntington Beach,At Large,2018-11-26 00:00:00+00,Posey,2014-11-24 00:00:00+00,Mike,#,3107,1,LOWER
132005,San Jose City Council,CA,14096,2698,,LOCAL,San Jose,8,2017-01-01 00:00:00+00,Herrera,2008-12-31 00:00:00+00,Rose,#,2638,1,LOWER
201136,Elk Grove City Council,CA,168674,858390,,LOCAL,Elk Grove,At Large,2020-12-09 00:00:00+00,Suen,2016-12-14 00:00:00+00,Darren,#,3800,1,LOWER
69160,California State Assembly,CA,58910,752719,,STATE,,45,2014-01-02 00:00:00+00,VACANT,2013-07-01 17:34:17+00,VACANT,#,2446,1,LOWER
3413,San Jose City Council,CA,3413,2693,,LOCAL,San Jose,5,2010-12-31 00:00:00+00,Campos,0001-01-01 00:00:00+00,Nora,#,2638,1,LOWER
192533,California Senate,CA,104426,752728,Republican,STATE,,37,2020-12-07 00:00:00+00,Moorlach,2015-03-25 00:00:00+00,John,#,1403,1,UPPER
188703,Hayward City Council,CA,168406,858346,,LOCAL,Hayward,At Large,2018-11-13 00:00:00+00,Halliday,2014-06-01 00:00:00+00,Barbara,#,3518,1,LOWER
2473,Stockton City Council,CA,2473,2855,,LOCAL,Stockton,1,2010-12-31 00:00:00+00,Bestolarides,0001-01-01 00:00:00+00,Steve,#,4253,0,LOWER
198814,San Francisco Board of Supervisors,CA,140197,859503,,LOCAL,San Francisco,11,2021-01-08 00:00:00+00,Safai,2017-01-08 00:00:00+00,Ahsha,#,2636,1,LOWER
195164,Carlsbad City Council,CA,168484,858428,,LOCAL,Carlsbad,At Large,2020-11-30 00:00:00+00,Schumacher,2016-11-13 00:00:00+00,Cori,#,4256,1,LOWER
80053,California State Assembly,CA,7680,752710,Democrat,STATE,,15,2014-12-01 00:00:00+00,Skinner,2012-12-03 00:00:00+00,Nancy,192552,2446,1,LOWER
174654,Santa Maria City Council,CA,173094,859005,,LOCAL,Santa Maria,At Large,2018-12-18 00:00:00+00,Boysen,2012-01-01 00:00:00+00,Jack,#,4066,1,LOWER
39921,United States House of Representatives,CA,20181,828,,NATIONAL,,18,2013-01-03 00:00:00+00,VACANT,2012-08-15 00:00:00+00,VACANT,#,4507,0,LOWER
3950,California Senate,CA,3950,749,Democrat,STATE,,5,2012-12-03 00:00:00+00,Wolk,2008-12-01 00:00:00+00,Lois,#,1403,0,UPPER
106453,California State Assembly,CA,12955,752707,Democrat,STATE,,24,2016-12-05 00:00:00+00,Gordon,2012-12-03 00:00:00+00,Richard,#,2446,1,LOWER
195414,Visalia City Council,CA,169007,858397,,LOCAL,Visalia,4,2018-11-30 00:00:00+00,Collins,2016-12-16 00:00:00+00,Greg,#,3422,1,LOWER
199248,Long Beach City Council,CA,106223,2789,,LOCAL,Long Beach,4,2020-07-21 00:00:00+00,Supernaw,2015-04-21 00:00:00+00,Daryl,#,1473,1,LOWER
159506,United States House of Representatives,CA,137186,757234,Democrat,NATIONAL,,44,2019-01-03 00:00:00+00,Barragan,2017-01-03 00:00:00+00,Nanette,#,4507,1,LOWER
183702,Modesto City Council,CA,171524,859139,,LOCAL,Modesto,At Large,2019-11-12 00:00:00+00,Brandvold,2015-11-10 00:00:00+00,Ted,#,3818,1,LOWER
194369,California State Assembly,CA,79769,752723,Democrat,STATE,,9,2018-12-03 00:00:00+00,Cooper,2014-12-01 00:00:00+00,Jim,#,2446,1,LOWER
168830,Santa Rosa City Council,CA,168693,858420,,LOCAL,Santa Rosa,At Large,2018-11-30 00:00:00+00,Sawyer,2014-11-01 00:00:00+00,John,#,3801,1,LOWER
6144,United States House of Representatives,CA,6144,928,Democrat,NATIONAL,,33,2013-01-03 00:00:00+00,Bass,2011-01-03 00:00:00+00,Karen,#,4507,0,LOWER
122050,Bakersfield City Council,CA,69596,366,,LOCAL,Bakersfield,1,2014-12-01 00:00:00+00,Rivera,2013-06-26 00:00:00+00,Willie,#,2613,1,LOWER
1490,United States House of Representatives,CA,1490,841,Democrat,NATIONAL,,51,2013-01-03 00:00:00+00,Filner,2011-01-06 00:00:00+00,Robert,#,4507,0,LOWER
184376,San Bernardino Mayor,CA,71273,272,,LOCAL,San Bernardino,SAN BERNARDINO,2019-01-01 00:00:00+00,Davis,2014-03-07 00:00:00+00,R. Carey,#,87,1,EXEC
194365,California State Assembly,CA,16737,752693,Democrat,STATE,,17,2018-12-03 00:00:00+00,Chiu,2014-12-01 00:00:00+00,David,86963,2446,1,LOWER
194460,California State Assembly,CA,80026,752718,Republican,STATE,,36,2018-12-03 00:00:00+00,Lackey,2014-12-01 00:00:00+00,Tom,#,2446,1,LOWER
127209,California State Assembly,CA,122652,752714,,STATE,,31,2016-04-14 00:00:00+00,VACANT,2015-12-31 00:00:00+00,VACANT,#,2446,1,LOWER
200412,Oxnard City Council,CA,157424,2202,,LOCAL,Oxnard,At Large,2020-12-01 00:00:00+00,Madrigal,2016-12-06 00:00:00+00,Oscar,#,4241,4,LOWER
32674,California Senate,CA,3729,690,Democrat,STATE,,34,2012-12-03 00:00:00+00,Correa,2010-12-06 00:00:00+00,Lou,179300,1403,0,UPPER
69753,Long Beach Mayor,CA,10353,218,,LOCAL,Long Beach,LONG BEACH,2014-07-17 00:00:00+00,Foster,2006-01-01 00:00:00+00,Bob,#,374,1,EXEC
174656,Santa Maria City Council,CA,173108,859005,,LOCAL,Santa Maria,At Large,2020-12-15 00:00:00+00,Moats,2016-12-20 00:00:00+00,Michael,#,4066,1,LOWER
32672,California Senate,CA,9886,842,Democrat,STATE,,22,2012-12-03 00:00:00+00,de Leon,2010-12-06 00:00:00+00,Kevin,#,1403,0,UPPER
192462,California Senate,CA,80069,752734,Democrat,STATE,,20,2018-12-03 00:00:00+00,Leyva,2014-12-01 00:00:00+00,Connie,#,1403,1,UPPER
136906,San Diego City Council,CA,1394,752535,Democrat,LOCAL,San Diego,1,2016-12-05 00:00:00+00,Lightner,2012-12-03 00:00:00+00,Sherri,#,4259,1,LOWER
115350,San Jose City Council,CA,96055,2691,,LOCAL,San Jose,4,2015-08-04 00:00:00+00,Mathews,2015-01-22 00:00:00+00,Margie,#,2638,1,LOWER
200251,United States House of Representatives,CA,15030,757209,Democrat,NATIONAL,,3,2019-01-03 00:00:00+00,Garamendi,2013-01-03 00:00:00+00,John,#,4507,1,LOWER
168960,El Cajon City Council,CA,168922,858427,,LOCAL,El Cajon,At Large,2018-12-01 00:00:00+00,Wells,2014-12-01 00:00:00+00,Bill,#,4515,1,LOWER
168973,Glendale City Council,CA,168758,858344,,LOCAL,Glendale,At Large,2021-04-01 00:00:00+00,Agajanian,2017-04-01 00:00:00+00,Vrej,#,3376,1,LOWER
195771,Jurupa Valley City Council,CA,173556,859145,,LOCAL,Jurupa Valley,At Large,2019-01-01 00:00:00+00,Roughton,2017-01-01 00:00:00+00,Laura,#,4316,1,LOWER
184372,San Bernardino City Council,CA,5758,1286,,LOCAL,San Bernardino,4,2019-01-01 00:00:00+00,Shorett,2009-04-06 00:00:00+00,Fred,#,4333,1,LOWER
169067,Irvine City Council,CA,168990,858335,,LOCAL,Irvine,At Large,2018-12-01 00:00:00+00,Lalloway,2014-12-01 00:00:00+00,Jeffrey,#,3371,1,LOWER
201314,California State Assembly,CA,134709,752696,Democrat,STATE,,14,2018-12-03 00:00:00+00,Grayson,2016-12-05 00:00:00+00,Timothy,#,2446,1,LOWER
197878,Moreno Valley City Council,CA,171322,858956,,LOCAL,Moreno Valley,1,2021-01-05 00:00:00+00,Baca,2017-01-03 00:00:00+00,Victoria,#,3825,1,LOWER
197841,California State Assembly,CA,188134,752667,Democrat,STATE,,51,2018-12-03 00:00:00+00,Carrillo,2017-12-16 00:00:00+00,Wendy,#,2446,1,LOWER
106433,California State Assembly,CA,7261,752671,Republican,STATE,,68,2016-12-05 00:00:00+00,Wagner,2012-12-03 00:00:00+00,Donald,194547,2446,1,LOWER
201446,California State Assembly,CA,80090,752721,Democrat,STATE,,44,2018-12-03 00:00:00+00,Irwin,2014-12-01 00:00:00+00,Jacqui,#,2446,1,LOWER
16531,United States House of Representatives,CA,16531,940,Democrat,NATIONAL,,39,2013-01-03 00:00:00+00,Sánchez,2011-01-06 00:00:00+00,Linda,#,4507,0,LOWER
200473,Sacramento City Council,CA,106882,2674,,LOCAL,Sacramento,6,2020-11-24 00:00:00+00,Guerra,2015-04-28 00:00:00+00,Eric,#,2630,1,LOWER
92872,United States House of Representatives,CA,12012,757201,Democrat,NATIONAL,,35,2015-01-06 00:00:00+00,Negrete McLeod,2013-01-03 00:00:00+00,Gloria,24633,4507,1,LOWER
159491,United States House of Representatives,CA,7652,757228,Democrat,NATIONAL,,32,2019-01-03 00:00:00+00,Napolitano,2013-01-03 00:00:00+00,Grace,#,4507,1,LOWER
106959,California Senate,CA,3950,752746,Democrat,STATE,,3,2016-12-05 00:00:00+00,Wolk,2012-12-03 00:00:00+00,Lois,#,1403,1,UPPER
168958,El Cajon City Council,CA,168925,858427,,LOCAL,El Cajon,At Large,2018-12-01 00:00:00+00,Kendrick,2014-12-01 00:00:00+00,Gary,#,4515,1,LOWER
79793,California Senate,CA,557,752740,Democrat,STATE,,2,2014-12-01 00:00:00+00,Evans,2012-12-03 00:00:00+00,Noreen,#,1403,1,UPPER
11507,Stockton City Council,CA,11507,2860,,LOCAL,Stockton,4,2012-12-31 00:00:00+00,Lowery,2009-01-01 00:00:00+00,Diana,#,4253,0,LOWER
111515,Stockton Mayor,CA,54910,758102,,LOCAL,Stockton,STOCKTON,2017-01-01 00:00:00+00,Silva,2013-01-01 00:00:00+00,Anthony,#,2651,1,EXEC
196463,Salinas City Council,CA,170750,858855,,LOCAL,Salinas,6,2020-11-10 00:00:00+00,Villegas,2016-11-15 00:00:00+00,John,#,3861,1,LOWER
11559,San Bernardino City Council,CA,11559,446,,LOCAL,San Bernardino,1,2010-03-01 00:00:00+00,Estrada,0001-01-01 00:00:00+00,Esther,#,4333,1,LOWER
201110,Richmond City Council,CA,168436,858341,,LOCAL,Richmond,At Large,2019-01-08 00:00:00+00,Martinez,2015-01-13 00:00:00+00,Eduardo,#,3482,1,LOWER
178947,California Governor,CA,13729,87,Democrat,STATE,,CA,2019-01-07 00:00:00+00,Brown,2011-01-01 00:00:00+00,Jerry,#,4456,2,EXEC
