last_name,links,first_name,valid_to,district_id,chamber_type,city,valid_from,name_formal,party,id,district_sk,state,chamber_id,gov_type,num_officials,official_sk
Turner,#,Chris,2015-01-05 00:00:00+00,000000000101,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56945,754750,TX,2661,STATE,0,28250
Workman,#,Paul ,2015-01-05 00:00:00+00,000000000047,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56966,754696,TX,2661,STATE,0,17200
Brown,#,Fred,2011-12-23 00:00:00+00,000000000014,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,12318,5822,TX,2661,STATE,0,12318
Lavender,#,George,2015-01-05 00:00:00+00,000000000001,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56774,754650,TX,2661,STATE,0,5646
Smith,#,Lamar,2013-01-03 00:00:00+00,000000000021,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Republican,4883,1862,TX,4507,NATIONAL,0,4883
Price,#,Shane,2021-05-21 00:00:00+00,At Large,LOWER,Abilene,2015-05-05 00:00:00+00,Abilene City Council,,200179,858645,TX,3691,LOCAL,1,171281
Israel,#,Celia,2019-01-08 00:00:00+00,50,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,195759,760004,TX,2661,STATE,1,69425
Soules,#,Carlton,2013-06-01 00:00:00+00,000000000010,LOWER,San Antonio,2011-06-01 00:00:00+00,San Antonio City Council,,53531,492,TX,1560,LOCAL,0,16273
Glaspie,#,Michael,2019-05-30 00:00:00+00,At Large,LOWER,Arlington,2012-05-30 00:00:00+00,Arlington City Council,,199211,2001,TX,1646,LOCAL,3,20120
King,#,Susan,2013-01-08 00:00:00+00,000000000071,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,11710,5807,TX,2661,STATE,0,11710
Farrar,#,Jessica,2019-01-08 00:00:00+00,148,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,193239,760102,TX,2661,STATE,1,1021
Shingleton,#,Dennis,2019-06-01 00:00:00+00,7,LOWER,Fort Worth,2013-06-03 00:00:00+00,Fort Worth City Council,,181290,758028,TX,4217,LOCAL,1,15857
Samuel,#,Audwin,2019-05-07 00:00:00+00,3,LOWER,Beaumont,2017-05-09 00:00:00+00,Beaumont City Council,,174368,858605,TX,3661,LOCAL,1,171086
Christie,#,Jack,2020-01-02 00:00:00+00,At Large,LOWER,Houston,2012-01-02 00:00:00+00,Houston City Council,,181461,3029,TX,2814,LOCAL,5,17901
Green,#,Al,2013-01-03 00:00:00+00,000000000009,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Democrat,2802,1889,TX,4507,NATIONAL,0,2802
Alvarado,#,Carol,2015-01-05 00:00:00+00,000000000145,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56578,754794,TX,2661,STATE,0,16899
Straus,#,Joe,2019-01-08 00:00:00+00,121,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,192832,760075,TX,2661,STATE,1,5236
Johnson,#,Eric,2019-01-08 00:00:00+00,100,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,200493,760054,TX,2661,STATE,1,10162
Natinsky,#,Ron,2011-06-01 00:00:00+00,000000000012,LOWER,Dallas,2009-06-22 00:00:00+00,Dallas City Council,,216,521,TX,4287,LOCAL,0,216
Hill,#,Vonciel,2015-06-22 00:00:00+00,3,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,110511,758061,TX,4287,LOCAL,1,8092
Holland,#,Justin,2019-01-08 00:00:00+00,33,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,193858,759987,TX,2661,STATE,1,140703
Gallagher,#,Mike,2017-06-01 00:00:00+00,10,LOWER,San Antonio,2014-01-10 00:00:00+00,San Antonio City Council,,160156,760781,TX,1560,LOCAL,1,69931
Caraway,#,Dwaine,2013-06-03 00:00:00+00,000000000004,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53097,1181,TX,4287,LOCAL,0,9411
Davis,#,Sarah ,2013-01-08 00:00:00+00,000000000134,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,12785,5852,TX,2661,STATE,0,12785
Whitfield,#,Kris,2017-10-06 00:00:00+00,At Large,LOWER,Round Rock,2012-01-01 00:00:00+00,Round Rock City Council,,184571,858526,TX,4609,LOCAL,1,173957
Hill,#,Vonciel,2013-06-03 00:00:00+00,000000000005,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53098,1416,TX,4287,LOCAL,0,8092
Travis,#,Greg,2020-01-02 00:00:00+00,G,LOWER,Houston,2016-01-02 00:00:00+00,Houston City Council,,181477,2988,TX,2814,LOCAL,1,121294
Gonzalez,#,Vicente,2019-01-03 00:00:00+00,000000000015,LOWER,,2017-01-03 00:00:00+00,United States House of Representatives,Democrat,171650,757468,TX,4507,NATIONAL,1,137835
Perez,#,Trent,2019-05-31 00:00:00+00,At Large,LOWER,Pearland,2016-06-30 00:00:00+00,Pearland City Council,,176937,859044,TX,4105,LOCAL,1,173520
Briggs,#,Keely,2019-05-31 00:00:00+00,2,LOWER,Denton,2015-05-31 00:00:00+00,Denton City Council,,200238,858632,TX,4530,LOCAL,1,174123
Blanscet,#,Glen,2018-06-01 00:00:00+00,At Large,LOWER,Carrollton,2015-05-01 00:00:00+00,Carrollton City Council,,195971,858944,TX,3667,LOCAL,1,171598
Miklos,#,Robert,2011-01-01 00:00:00+00,000000000101,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Democrat,10828,5789,TX,2661,STATE,0,10828
Martinez Fischer,#,Trey,2017-01-10 00:00:00+00,116,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,112140,760070,TX,2661,STATE,1,2877
Flores,#,Rene,2019-05-23 00:00:00+00,At Large,LOWER,Round Rock,2016-05-26 00:00:00+00,Round Rock City Council,,177055,858526,TX,4609,LOCAL,1,173953
Saenz,#,Pete,2018-12-01 00:00:00+00,LAREDO,EXEC,Laredo,2017-01-18 00:00:00+00,Laredo Mayor,,196472,859080,TX,4144,LOCAL,1,170634
Montez,#,Romeo,2017-11-21 00:00:00+00,5,LOWER,Wichita Falls,2017-01-31 00:00:00+00,Wichita Falls City Council,,177165,858731,TX,3361,LOCAL,1,173705
Thompson,#,Laura,2017-01-10 00:00:00+00,120,LOWER,,2016-08-14 00:00:00+00,Texas House of Representatives,Independent,131416,760074,TX,2661,STATE,1,130766
Torres,#,Alberto,2020-12-01 00:00:00+00,4,LOWER,Laredo,2016-12-01 00:00:00+00,Laredo City Council,,201279,858990,TX,4142,LOCAL,1,170645
Elkins,#,Gary,2013-01-08 00:00:00+00,000000000135,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,493,5843,TX,2661,STATE,0,493
Brown,#,Helena,2014-01-02 00:00:00+00,A,LOWER,Houston,2012-01-02 00:00:00+00,Houston City Council,,13406,2955,TX,2814,LOCAL,1,13406
Berman,#,Leo,2013-01-08 00:00:00+00,000000000006,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,2584,5809,TX,2661,STATE,0,2584
Swafford,#,Jim,2019-05-11 00:00:00+00,2,LOWER,Grand Prairie,2013-05-11 00:00:00+00,Grand Prairie City Council,,197171,858755,TX,4199,LOCAL,1,174756
Smith,#,Todd,2013-01-08 00:00:00+00,000000000092,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,12157,5786,TX,2661,STATE,0,12157
McReynolds,#,Jim,2011-01-01 00:00:00+00,000000000012,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Democrat,10629,5888,TX,2661,STATE,0,10629
Nguyen,#,Richard,2016-01-02 00:00:00+00,F,LOWER,Houston,2014-01-02 00:00:00+00,Houston City Council,,114300,2985,TX,2814,LOCAL,1,69683
Farenthold,#,Blake,2018-04-06 00:00:00+00,000000000027,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,196124,757480,TX,4507,NATIONAL,1,16143
Neave,#,Victoria,2019-01-08 00:00:00+00,107,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Democrat,192707,760061,TX,2661,STATE,1,140558
LeMay,#,Scott,2019-05-21 00:00:00+00,7,LOWER,Garland,2013-05-21 00:00:00+00,Garland City Council,,185306,859056,TX,3096,LOCAL,1,173564
Nickerson,#,Jerry,2019-05-21 00:00:00+00,3,LOWER,Garland,2017-06-10 00:00:00+00,Garland City Council,,200804,858772,TX,3096,LOCAL,1,173560
Whitmire,#,John,2019-01-08 00:00:00+00,000000000015,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Democrat,199412,754814,TX,2664,STATE,1,14392
Acosta,#,Emma,2013-06-25 00:00:00+00,000000000003,LOWER,El Paso,2009-06-22 00:00:00+00,El Paso City Council,,53048,903,TX,1376,LOCAL,0,18344
VACANT,#,VACANT,2018-01-11 00:00:00+00,At Large,LOWER,Round Rock,2017-10-06 00:00:00+00,Round Rock City Council,,191013,858526,TX,4609,LOCAL,1,184572
Solomons,#,Burt,2013-01-08 00:00:00+00,000000000065,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,833,5774,TX,2661,STATE,0,833
Cook,#,Robert,2009-01-06 00:00:00+00,000000000017,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Democrat,3780,5824,TX,2661,STATE,0,3780
Wooldridge,#,Jeff,2021-05-21 00:00:00+00,6,LOWER,Grand Prairie,2013-05-11 00:00:00+00,Grand Prairie City Council,,200791,858715,TX,4199,LOCAL,1,174804
Darby,#,Drew,2013-01-08 00:00:00+00,000000000072,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,17771,5816,TX,2661,STATE,0,17771
Parker,#,Tan,2019-01-08 00:00:00+00,63,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,194249,760017,TX,2661,STATE,1,5381
Nichols,#,Robert,2019-01-08 00:00:00+00,000000000003,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,195302,754802,TX,2664,STATE,1,9339
Smith,#,Wayne,2015-01-05 00:00:00+00,000000000128,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56824,754777,TX,2661,STATE,0,6930
Hegar,#,Glenn,2013-01-08 00:00:00+00,000000000018,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Republican,29466,2391,TX,2664,STATE,0,9908
Stardig,#,Brenda,2020-01-02 00:00:00+00,A,LOWER,Houston,2014-01-02 00:00:00+00,Houston City Council,,181460,2955,TX,2814,LOCAL,1,4696
Gonzalez,#,Naomi ,2013-01-08 00:00:00+00,000000000076,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,1135,5885,TX,2661,STATE,0,1135
Collier,#,Nicole,2019-01-08 00:00:00+00,95,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,199709,760049,TX,2661,STATE,1,34130
Watson,#,Kirk,2019-01-08 00:00:00+00,000000000014,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Democrat,195313,754813,TX,2664,STATE,1,1093
Rodríguez,#,José ,2013-01-08 00:00:00+00,000000000029,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Democrat,28763,2378,TX,2664,STATE,0,14443
Jordan,#,Jungus ,2013-06-03 00:00:00+00,000000000006,LOWER,Fort Worth,2009-05-01 00:00:00+00,Fort Worth City Council,,54451,1610,TX,4217,LOCAL,0,17453
Davis,#,Carolyn,2013-06-03 00:00:00+00,000000000007,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53100,1740,TX,4287,LOCAL,0,16736
King,#,Tracy,2015-01-05 00:00:00+00,000000000080,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56766,754729,TX,2661,STATE,0,1777
Roberts,#,Kevin,2019-01-08 00:00:00+00,126,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,192952,760080,TX,2661,STATE,1,140593
Kadane,#,Sheffie,2015-06-01 00:00:00+00,9,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,67173,758060,TX,4287,LOCAL,1,10856
Laubenberg,#,Jodie,2019-01-08 00:00:00+00,89,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,194277,760043,TX,2661,STATE,1,9746
Holmes,#,Jim,2019-05-14 00:00:00+00,5,LOWER,Waco,2016-06-01 00:00:00+00,Waco City Council,,195756,858876,TX,4512,LOCAL,1,174138
Green,#,Al,2019-01-03 00:00:00+00,000000000009,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Democrat,160028,757462,TX,4507,NATIONAL,1,2802
Rodriguez,#,Alice,2019-05-14 00:00:00+00,2,LOWER,Waco,2015-05-16 00:00:00+00,Waco City Council,,195753,858445,TX,4512,LOCAL,1,174132
Marchant,#,Kenny,2013-01-03 00:00:00+00,000000000024,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Republican,2265,1834,TX,4507,NATIONAL,0,2265
Maldonado,#,Diana,2011-01-01 00:00:00+00,000000000052,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Democrat,2346,5825,TX,2661,STATE,0,2346
Danish,#,John,2019-06-01 00:00:00+00,1,LOWER,Irving,2013-06-01 00:00:00+00,Irving City Council,,175713,760545,TX,4313,LOCAL,1,78714
Dukes,#,Dawnna,2019-01-08 00:00:00+00,46,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,199190,760000,TX,2661,STATE,1,11610
Allen,#,Alma,2013-01-08 00:00:00+00,000000000131,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,1129,5896,TX,2661,STATE,0,1129
Shepard,#,Robert,2020-05-30 00:00:00+00,At Large,LOWER,Arlington,2008-05-30 00:00:00+00,Arlington City Council,,200044,2001,TX,1646,LOCAL,3,13441
VACANT,#,VACANT,2015-02-18 00:00:00+00,123,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,,106753,760077,TX,2661,STATE,1,82405
Staubach Gates,#,Jennifer,2019-06-01 00:00:00+00,13,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,196172,758063,TX,4287,LOCAL,1,54263
McComb,#,Joe,2018-11-30 00:00:00+00,At Large,LOWER,Corpus Christi,2017-05-31 00:00:00+00,Corpus Christi City Council,,197190,858616,TX,4549,LOCAL,1,174803
Rodriguez,#,Vidal,2018-12-01 00:00:00+00,2,LOWER,Laredo,2016-05-03 00:00:00+00,Laredo City Council,,198881,858902,TX,4142,LOCAL,1,170640
Deaver,#,Kyle,2020-05-30 00:00:00+00,At Large,LOWER,Waco,2016-05-17 00:00:00+00,Waco City Council,,200054,859232,TX,4512,LOCAL,1,174131
Burnam,#,Lon,2015-01-05 00:00:00+00,000000000090,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56625,754739,TX,2661,STATE,0,12861
Solomon,#,Mark,2019-05-31 00:00:00+00,At Large,LOWER,Richardson,2009-05-31 00:00:00+00,Richardson City Council,,177043,859004,TX,4606,LOCAL,1,173789
Taylor,195310,Larry,2013-01-08 00:00:00+00,000000000024,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,11974,5900,TX,2661,STATE,0,11974
Thomas,#,Harry,2019-05-21 00:00:00+00,3,LOWER,San Angelo,2015-05-19 00:00:00+00,San Angelo City Council,,177077,859152,TX,3495,LOCAL,1,173541
Vacant,#,Vacant,2012-07-17 00:00:00+00,000000000001,LOWER,Arlington,0001-01-01 00:00:00+00,Arlington City Council,,20114,360,TX,1646,LOCAL,1,8891
Sam,#,William,2019-05-07 00:00:00+00,At Large,LOWER,Beaumont,2018-03-20 00:00:00+00,Beaumont City Council,,195122,858594,TX,3661,LOCAL,1,195122
Gonzalez,#,Mary,2015-01-05 00:00:00+00,000000000075,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56744,754724,TX,2661,STATE,0,28904
Smith,#,Wayne,2013-01-08 00:00:00+00,000000000128,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,6930,5891,TX,2661,STATE,0,6930
Davis,#,Wendy,2008-01-08 00:00:00+00,000000000009,LOWER,Fort Worth,0001-01-01 00:00:00+00,Fort Worth City Council,,10209,1927,TX,4217,LOCAL,0,10209
Turner,181482,Sylvester,2013-01-08 00:00:00+00,000000000139,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,10808,5841,TX,2661,STATE,0,10808
Hunter,#,Todd,2015-01-05 00:00:00+00,000000000032,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56756,754681,TX,2661,STATE,0,12287
Adams,#,Wanda,2014-01-02 00:00:00+00,D,LOWER,Houston,2012-01-02 00:00:00+00,Houston City Council,,8960,2975,TX,2814,LOCAL,1,8960
Alvarado,#,Carol,2013-01-08 00:00:00+00,000000000145,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,16899,5853,TX,2661,STATE,0,16899
Massengale,#,Steve,2020-05-01 00:00:00+00,4,LOWER,Lubbock,2016-05-07 00:00:00+00,Lubbock City Council,,197700,858562,TX,4622,LOCAL,1,197699
Pickett,#,Joe,2013-01-08 00:00:00+00,000000000079,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,5603,5880,TX,2661,STATE,0,5603
Medrano,#,Pauline,2013-06-03 00:00:00+00,000000000002,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53095,641,TX,4287,LOCAL,0,8543
Ortiz,#,Solomon,2011-01-01 00:00:00+00,000000000033,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Democrat,8080,5909,TX,2661,STATE,0,8080
Olson,#,Pete,2013-01-03 00:00:00+00,000000000022,LOWER,,2011-01-06 00:00:00+00,United States House of Representatives,Republican,4997,1899,TX,4507,NATIONAL,0,4997
Vacancy,#,Vacancy,0001-01-02 00:00:00+00,H,LOWER,Houston,0001-01-01 00:00:00+00,Houston City Council,,15891,2991,TX,2814,LOCAL,1,15891
Eiland,#,Craig,2013-01-08 00:00:00+00,000000000023,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,4955,5902,TX,2661,STATE,0,4955
Anchia,#,Rafael,2013-01-08 00:00:00+00,000000000103,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,5864,5788,TX,2661,STATE,0,5864
Carter,#,Lane,2019-05-21 00:00:00+00,5,LOWER,San Angelo,2015-05-19 00:00:00+00,San Angelo City Council,,177072,859154,TX,3495,LOCAL,1,173543
Villalba,#,Jason,2019-01-08 00:00:00+00,114,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,192715,760068,TX,2661,STATE,1,28285
Frost,#,Stephen,2011-01-01 00:00:00+00,000000000001,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Democrat,6874,5875,TX,2661,STATE,0,6874
Thomas,#,Casey,2019-06-01 00:00:00+00,3,LOWER,Dallas,2015-06-22 00:00:00+00,Dallas City Council,,200524,758061,TX,4287,LOCAL,1,110414
Morrison,#,Geanie,2013-01-08 00:00:00+00,000000000030,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,15932,5904,TX,2661,STATE,0,15932
Lovell,#,Sue,2012-01-02 00:00:00+00,At Large,LOWER,Houston,2010-01-02 00:00:00+00,Houston City Council,,8395,3029,TX,2814,LOCAL,5,8395
Ratcliffe,#,John,2019-01-03 00:00:00+00,000000000004,LOWER,,2015-01-03 00:00:00+00,United States House of Representatives,Republican,188967,757457,TX,4507,NATIONAL,1,86694
King,#,Tracy,2019-01-08 00:00:00+00,80,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,194268,760034,TX,2661,STATE,1,1777
King,#,Phil,2019-01-08 00:00:00+00,61,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,194247,760015,TX,2661,STATE,1,17381
Davis,#,Sarah,2019-01-08 00:00:00+00,134,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193224,760088,TX,2661,STATE,1,12785
Simmons,#,Ron,2019-01-08 00:00:00+00,65,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,194251,760019,TX,2661,STATE,1,28562
Courage,#,John,2019-06-01 00:00:00+00,9,LOWER,San Antonio,2017-06-01 00:00:00+00,San Antonio City Council,,181303,760786,TX,1560,LOCAL,1,168314
Taylor,#,Ivy,2013-06-01 00:00:00+00,000000000002,LOWER,San Antonio,2011-06-01 00:00:00+00,San Antonio City Council,,54465,735,TX,1560,LOCAL,0,2259
Campbell,#,Donna,2019-01-08 00:00:00+00,000000000025,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,200252,754824,TX,2664,STATE,1,28752
Turner,#,Scott,2015-01-05 00:00:00+00,000000000033,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56947,754682,TX,2661,STATE,0,28528
Keough,#,Mark,2019-01-08 00:00:00+00,15,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,199270,759969,TX,2661,STATE,1,82574
Alter,#,Alison,2021-01-06 00:00:00+00,10,LOWER,Austin,2017-01-06 00:00:00+00,Austin City Council,Nonpartisan,181228,759560,TX,4171,LOCAL,1,144329
Robinson,#,Carl,2013-06-25 00:00:00+00,000000000004,LOWER,El Paso,2009-06-22 00:00:00+00,El Paso City Council,,53049,1190,TX,1376,LOCAL,0,149
Flannigan,#,James,2021-01-06 00:00:00+00,6,LOWER,Austin,2017-01-06 00:00:00+00,Austin City Council,Nonpartisan,181235,759557,TX,4171,LOCAL,1,137616
Sparks,#,Jeff,2019-01-01 00:00:00+00,1,LOWER,Midland,2016-01-11 00:00:00+00,Midland City Council,,176861,859101,TX,4601,LOCAL,1,174184
Otto,#,John,2015-01-05 00:00:00+00,000000000018,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56798,754667,TX,2661,STATE,0,14112
Nirenberg,160164,Ron,2019-06-01 00:00:00+00,SAN ANTONIO,EXEC,San Antonio,2017-06-01 00:00:00+00,San Antonio Mayor,,199561,760787,TX,2310,LOCAL,1,54475
Hilderbran,#,Harvey,2015-01-05 00:00:00+00,000000000053,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56757,754702,TX,2661,STATE,0,10232
McClendon,#,Ruth,2013-01-08 00:00:00+00,000000000120,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,16336,5864,TX,2661,STATE,0,16336
Gregory,#,Dalton,2018-06-22 00:00:00+00,At Large,LOWER,Denton,2014-05-31 00:00:00+00,Denton City Council,,201609,858599,TX,4530,LOCAL,1,174126
Huberty,#,Dan,2013-01-08 00:00:00+00,000000000127,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,8723,5892,TX,2661,STATE,0,8723
Parker,#,Charlie,2018-05-30 00:00:00+00,1,LOWER,Arlington,2013-05-11 00:00:00+00,Arlington City Council,,199204,758033,TX,1646,LOCAL,0,20115
Dewhurst,#,David,2015-01-20 00:00:00+00,TX,EXEC,,2011-01-18 00:00:00+00,Texas Lieutenant Governor,Republican,87898,863,TX,2590,STATE,2,4741
LaMorgese,#,Brad,2020-06-01 00:00:00+00,6,LOWER,Irving,2013-06-01 00:00:00+00,Irving City Council,,200807,760550,TX,4313,LOCAL,1,78737
Fraser,#,Troy,2017-01-10 00:00:00+00,000000000024,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,112073,754823,TX,2664,STATE,1,8032
Huffman,#,Joan,2013-01-08 00:00:00+00,000000000017,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Republican,29465,2389,TX,2664,STATE,0,6031
Whiteley,#,Bobby,2018-11-20 00:00:00+00,At Large,LOWER,Wichita Falls,2017-12-19 00:00:00+00,Wichita Falls City Council,,190254,858470,TX,3361,LOCAL,1,188428
Casados,#,Sammy,2019-07-01 00:00:00+00,4,LOWER,Pasadena,2015-07-01 00:00:00+00,Pasadena City Council,,176914,858907,TX,3350,LOCAL,1,173586
Cohen,#,Ellen,2011-01-01 00:00:00+00,000000000134,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Democrat,5850,5852,TX,2661,STATE,0,5850
Murphy,#,Jim,2019-01-08 00:00:00+00,133,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193223,760087,TX,2661,STATE,1,12635
Swinford,#,David,2011-01-01 00:00:00+00,000000000087,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Republican,14501,5869,TX,2661,STATE,0,14501
Greyson,#,Sandy,2013-06-03 00:00:00+00,000000000012,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53105,521,TX,4287,LOCAL,0,13177
Bell,#,Cecil,2019-01-08 00:00:00+00,3,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193501,759957,TX,2661,STATE,1,28839
Dunn,#,Scott,2019-05-31 00:00:00+00,At Large,LOWER,Richardson,2011-05-31 00:00:00+00,Richardson City Council,,177039,859004,TX,4606,LOCAL,1,173792
Patrick,#,Dan,2015-01-13 00:00:00+00,000000000007,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,82157,754806,TX,2664,STATE,1,16731
Harrison,#,Tom,2019-05-07 00:00:00+00,At Large,LOWER,Plano,2015-05-02 00:00:00+00,Plano City Council,,200921,858986,TX,3792,LOCAL,1,173693
Ratliff,#,Bennett,2015-01-05 00:00:00+00,000000000115,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56808,754764,TX,2661,STATE,0,28288
Harless,#,Patricia,2015-01-05 00:00:00+00,000000000126,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56751,754775,TX,2661,STATE,0,4393
Howard,#,Donna,2015-01-05 00:00:00+00,000000000048,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56758,754697,TX,2661,STATE,0,7036
Leach,#,Jeff,2019-01-08 00:00:00+00,67,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,200163,760021,TX,2661,STATE,1,28897
Hilderbran,#,Harvey,2013-01-08 00:00:00+00,000000000053,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,10232,5823,TX,2661,STATE,0,10232
Smith,#,Robert,2019-05-21 00:00:00+00,8,LOWER,Garland,2017-05-16 00:00:00+00,Garland City Council,,185307,858769,TX,3096,LOCAL,1,173566
Griggs,#,Scott,2013-06-03 00:00:00+00,000000000003,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53096,894,TX,4287,LOCAL,0,1944
Capehart,#,Sheri,2020-05-30 00:00:00+00,2,LOWER,Arlington,2013-05-11 00:00:00+00,Arlington City Council,,200038,758030,TX,1646,LOCAL,0,6282
Hamilton,#,Malcolm,2020-11-10 00:00:00+00,1,LOWER,Odessa,2016-11-22 00:00:00+00,Odessa City Council,,199420,859024,TX,4197,LOCAL,1,173959
Leffingwell,#,Lee,0001-01-02 00:00:00+00,AT LARGE,LOWER,Austin,0001-01-01 00:00:00+00,Austin City Council,,2843,2019,TX,4171,LOCAL,0,2843
Davis,#,Carolyn,2015-06-22 00:00:00+00,7,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,110512,758056,TX,4287,LOCAL,1,16736
Benham,#,James,2018-11-08 00:00:00+00,At Large,LOWER,College Station,2015-11-12 00:00:00+00,College Station City Council,,184831,858565,TX,3578,LOCAL,1,171731
Cosper,#,Scott,2019-01-08 00:00:00+00,54,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,193881,760008,TX,2661,STATE,1,140781
