last_name,links,first_name,valid_to,district_id,chamber_type,city,valid_from,name_formal,party,id,district_sk,state,chamber_id,gov_type,num_officials,official_sk
Jackson-Lee,#,Sheila,2013-01-03 00:00:00+00,000000000018,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Democrat,16773,1879,TX,4507,NATIONAL,0,16773
Seliger,#,Kel,2019-01-08 00:00:00+00,000000000031,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,195330,754830,TX,2664,STATE,1,15903
Dubey,#,Bob,2019-05-31 00:00:00+00,At Large,LOWER,Richardson,2017-05-31 00:00:00+00,Richardson City Council,,177038,859004,TX,4606,LOCAL,1,173790
Sanford,#,Scott,2019-01-08 00:00:00+00,70,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,200373,760024,TX,2661,STATE,1,28900
Farrar,#,Jessica,2015-01-05 00:00:00+00,000000000148,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56738,754797,TX,2661,STATE,0,1021
Gonzales,#,Larry ,2013-01-08 00:00:00+00,000000000052,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,14837,5825,TX,2661,STATE,0,14837
Van Arsdale,#,Corbin,2009-01-06 00:00:00+00,000000000130,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Republican,11565,5837,TX,2661,STATE,0,11565
Murphy,#,Jim ,2015-01-05 00:00:00+00,000000000133,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56794,754782,TX,2661,STATE,0,12635
Nix,#,John,2020-05-15 00:00:00+00,6,LOWER,Tyler,2013-06-24 00:00:00+00,Tyler City Council,,200191,858708,TX,4113,LOCAL,1,173698
Cain,#,Briscoe,2019-01-08 00:00:00+00,128,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,200828,760082,TX,2661,STATE,1,140594
Burns,#,Joel,2014-07-15 00:00:00+00,9,LOWER,Fort Worth,2013-06-03 00:00:00+00,Fort Worth City Council,,74166,758025,TX,4217,LOCAL,1,11612
Longoria,#,Oscar,2015-01-05 00:00:00+00,000000000035,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56777,754684,TX,2661,STATE,0,28879
Miklos,#,Robert,2019-05-20 00:00:00+00,At Large,LOWER,Mesquite,2017-05-15 00:00:00+00,Mesquite City Council,,196643,858527,TX,3748,LOCAL,1,173570
Perez,#,Mary Ann,2015-01-05 00:00:00+00,000000000144,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56801,754793,TX,2661,STATE,0,23187
Rose,#,Toni,2019-01-08 00:00:00+00,110,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,200380,760064,TX,2661,STATE,1,28922
Caraway,#,Dwaine,2015-06-01 00:00:00+00,4,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,76901,758062,TX,4287,LOCAL,1,54252
Davis,#,John,2013-01-08 00:00:00+00,000000000129,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,8616,5897,TX,2661,STATE,0,8616
Cruz,#,Rafael,2019-01-03 00:00:00+00,TX,UPPER,,2013-01-03 00:00:00+00,United States Senate,Republican,180304,69,TX,2675,NATIONAL,2,37688
Talton,#,Robert,2009-01-06 00:00:00+00,000000000144,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Republican,16845,5894,TX,2661,STATE,0,16845
Parker,#,Tan,2013-01-08 00:00:00+00,000000000063,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,5381,5772,TX,2661,STATE,0,5381
Patrick,179053,Dan,2013-01-08 00:00:00+00,000000000007,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Republican,29457,2362,TX,2664,STATE,0,16731
Van de Putte,#,Leticia,2015-02-18 00:00:00+00,000000000026,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Democrat,101079,754825,TX,2664,STATE,1,11075
Carter,#,Stefani ,2015-01-05 00:00:00+00,000000000102,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56636,754751,TX,2661,STATE,0,10225
Taylor,#,Van,2015-01-05 00:00:00+00,000000000066,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56941,754715,TX,2661,STATE,0,17774
Bryant,#,Dewey,2020-11-10 00:00:00+00,2,LOWER,Odessa,2016-11-08 00:00:00+00,Odessa City Council,,176905,858859,TX,4197,LOCAL,1,173960
Smith,#,Lamar,2019-01-03 00:00:00+00,000000000021,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,162464,757474,TX,4507,NATIONAL,1,4883
Shapiro,#,Florence,2013-01-08 00:00:00+00,000000000008,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Republican,29456,2337,TX,2664,STATE,0,1126
Turner,10808,Sylvester,2020-01-02 00:00:00+00,HOUSTON,EXEC,Houston,2016-01-02 00:00:00+00,Houston Mayor,Democrat,181482,210,TX,4485,LOCAL,1,10808
Perry,#,Charles,2021-01-12 00:00:00+00,000000000028,UPPER,,2014-09-30 00:00:00+00,The Senate of Texas,Republican,197703,754827,TX,2664,STATE,1,77635
Pierson,#,Paula,2011-01-01 00:00:00+00,000000000093,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Democrat,15994,5793,TX,2661,STATE,0,15994
Johnson,#,Sam,2019-01-03 00:00:00+00,000000000003,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,160037,757456,TX,4507,NATIONAL,1,6775
VACANT,#,VACANT,2017-12-19 00:00:00+00,At Large,LOWER,Wichita Falls,2017-11-21 00:00:00+00,Wichita Falls City Council,,188427,858470,TX,3361,LOCAL,1,188426
Callegari,#,William,2015-01-05 00:00:00+00,000000000132,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,44255,754781,TX,2661,STATE,0,13259
Krusee,#,Mike,2009-01-06 00:00:00+00,000000000052,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Republican,8241,5825,TX,2661,STATE,0,8241
Rodriguez,#,Eddie,2015-01-05 00:00:00+00,000000000051,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56815,754700,TX,2661,STATE,0,12456
Herrero,#,Abel,2015-01-05 00:00:00+00,000000000034,LOWER,,2013-01-08 15:12:33+00,Texas House of Representatives,Democrat,57012,754683,TX,2661,STATE,0,44299
Ortiz,#,Solomon,2011-01-03 00:00:00+00,000000000027,LOWER,,2009-01-03 00:00:00+00,United States House of Representatives,Democrat,10305,1908,TX,4507,NATIONAL,0,10305
Coleman,#,Garnet,2015-01-05 00:00:00+00,000000000147,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56651,754796,TX,2661,STATE,0,17027
Crownover,#,Myra,2013-01-08 00:00:00+00,000000000064,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,8065,5773,TX,2661,STATE,0,8065
Gibbons,#,David,2020-05-22 00:00:00+00,1,LOWER,Garland,2016-05-17 00:00:00+00,Garland City Council,,200067,858773,TX,3096,LOCAL,1,173558
Moncrief,#,Mike,2011-07-12 00:00:00+00,FORT WORTH,EXEC,Fort Worth,2011-07-12 00:00:00+00,Fort Worth Mayor,,4282,196,TX,2313,LOCAL,1,4282
Elkins,#,Gary,2019-01-08 00:00:00+00,135,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193225,760089,TX,2661,STATE,1,493
Ozuna,#,Leticia,2013-06-01 00:00:00+00,000000000003,LOWER,San Antonio,2012-01-12 00:00:00+00,San Antonio City Council,,53525,998,TX,1560,LOCAL,0,15246
Rektorik,#,Jerome,2019-11-07 00:00:00+00,At Large,LOWER,College Station,2016-11-08 00:00:00+00,College Station City Council,,188950,858565,TX,3578,LOCAL,1,171727
Medford,#,Phil,0001-01-02 00:00:00+00,000000000006,LOWER,Lufkin,0001-01-01 00:00:00+00,Lufkin City Council,,15357,1632,TX,1662,LOCAL,1,15357
Miller,#,Doug,2017-01-10 00:00:00+00,73,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,112281,760027,TX,2661,STATE,1,13240
VACANT,#,VACANT,2014-02-12 00:00:00+00,000000000050,LOWER,,2013-07-02 20:58:11+00,Texas House of Representatives,,70027,754699,TX,2661,STATE,0,58957
Oliverson,#,Tom,2019-01-08 00:00:00+00,130,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,192841,760084,TX,2661,STATE,1,140595
Rath,#,Tracy,2019-05-31 00:00:00+00,At Large,LOWER,McKinney,2015-05-31 00:00:00+00,McKinney City Council,,197079,859057,TX,3920,LOCAL,1,173550
Simpson,#,Mabel,2019-05-31 00:00:00+00,At Large,LOWER,Richardson,2015-05-31 00:00:00+00,Richardson City Council,,177042,859004,TX,4606,LOCAL,1,173791
Williams,#,B.J.,2018-05-15 00:00:00+00,4,LOWER,Garland,2012-05-15 00:00:00+00,Garland City Council,,200072,858770,TX,3096,LOCAL,1,173561
Coleman,#,Garnet,2013-01-08 00:00:00+00,000000000147,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,17027,5895,TX,2661,STATE,0,17027
Miner,#,Angela,2019-05-07 00:00:00+00,At Large,LOWER,Plano,2015-05-02 00:00:00+00,Plano City Council,,176963,858986,TX,3792,LOCAL,1,173686
Raney,#,John,2013-01-08 00:00:00+00,000000000014,LOWER,,2011-12-23 00:00:00+00,Texas House of Representatives,Republican,18359,5822,TX,2661,STATE,0,18359
Langston,#,Don,2012-05-01 00:00:00+00,000000000004,LOWER,Lufkin,2009-05-01 00:00:00+00,Lufkin City Council,,16433,1235,TX,1662,LOCAL,0,16433
Cook,#,Byron,2019-01-08 00:00:00+00,8,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,194267,759962,TX,2661,STATE,1,16054
Gonzalez,#,Rudy,2018-12-01 00:00:00+00,1,LOWER,Laredo,2014-12-01 00:00:00+00,Laredo City Council,,196473,859001,TX,4142,LOCAL,1,170638
Guillen,#,Ryan,2013-01-08 00:00:00+00,000000000031,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,2879,5910,TX,2661,STATE,0,2879
Elliott,#,Scott,2021-05-31 00:00:00+00,3,LOWER,McKinney,2017-06-30 00:00:00+00,McKinney City Council,,197073,858555,TX,3920,LOCAL,1,173548
McAlister,#,Kyle,2019-05-09 00:00:00+00,At Large,LOWER,Abilene,2016-05-07 00:00:00+00,Abilene City Council,,198868,858645,TX,3691,LOCAL,1,171285
Marchant,#,Kenny,2019-01-03 00:00:00+00,000000000024,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,162451,757477,TX,4507,NATIONAL,1,2265
Isett,#,Carl,2010-05-31 00:00:00+00,000000000084,LOWER,,2009-01-06 00:00:00+00,Texas House of Representatives,Republican,18335,5768,TX,2661,STATE,0,18335
Harper-Brown,#,Linda,2013-01-08 00:00:00+00,000000000105,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,18291,5780,TX,2661,STATE,0,18291
Kreitler,#,Bruce,2018-06-22 00:00:00+00,At Large,LOWER,Abilene,2015-05-05 00:00:00+00,Abilene City Council,,201625,858645,TX,3691,LOCAL,1,171282
Carter,#,John,2019-01-03 00:00:00+00,000000000031,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,162404,757484,TX,4507,NATIONAL,1,3039
Gutierrez,#,Roland,2015-01-05 00:00:00+00,000000000119,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56750,754768,TX,2661,STATE,0,11187
Davis,#,Wendy,2013-01-08 00:00:00+00,000000000010,UPPER,,2009-01-13 00:00:00+00,The Senate of Texas,Democrat,21621,2344,TX,2664,STATE,0,3321
Scarth,#,Danny,2013-06-03 00:00:00+00,000000000004,LOWER,Fort Worth,2009-05-01 00:00:00+00,Fort Worth City Council,,54415,1206,TX,4217,LOCAL,0,16129
Phillips,#,Larry,2013-01-08 00:00:00+00,000000000062,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,526,5872,TX,2661,STATE,0,526
Byrd,#,Brian,2019-06-01 00:00:00+00,3,LOWER,Fort Worth,2017-06-02 00:00:00+00,Fort Worth City Council,,181278,758022,TX,4217,LOCAL,1,168320
Smithee,#,John,2019-01-08 00:00:00+00,86,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,194274,760040,TX,2661,STATE,1,12169
Hunter,#,Todd,2013-01-08 00:00:00+00,000000000032,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,12287,5906,TX,2661,STATE,0,12287
Fregoe,#,Richard,2019-05-11 00:00:00+00,4,LOWER,Grand Prairie,2013-05-11 00:00:00+00,Grand Prairie City Council,,197173,858491,TX,4199,LOCAL,1,174797
Baese,#,Writ,2021-05-21 00:00:00+00,At Large,LOWER,Round Rock,2015-05-28 00:00:00+00,Round Rock City Council,,200184,858526,TX,4609,LOCAL,1,173956
Ellis,#,Rodney,2013-01-08 00:00:00+00,000000000013,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Democrat,29462,2366,TX,2664,STATE,0,13024
Wentworth,#,Jeff,2013-01-05 00:00:00+00,000000000025,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Republican,28753,2360,TX,2664,STATE,0,5738
Falconer,#,Kevin,2020-05-01 00:00:00+00,At Large,LOWER,Carrollton,2017-06-01 00:00:00+00,Carrollton City Council,,194202,858944,TX,3667,LOCAL,1,171555
Boyd,#,Rose,2009-05-09 00:00:00+00,000000000002,LOWER,Lufkin,2006-04-01 00:00:00+00,Lufkin City Council,,561,693,TX,1662,LOCAL,0,561
Thornberry,#,William,2019-01-03 00:00:00+00,000000000013,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,162481,757466,TX,4507,NATIONAL,1,15330
Kuempel,#,John,2019-01-08 00:00:00+00,44,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193870,759998,TX,2661,STATE,1,6709
Rodriguez,#,James,2014-01-02 00:00:00+00,I,LOWER,Houston,2012-01-02 00:00:00+00,Houston City Council,,11684,2995,TX,2814,LOCAL,1,11684
McGee,#,Broderick,2020-05-15 00:00:00+00,2,LOWER,Tyler,2018-05-16 00:00:00+00,Tyler City Council,,200299,858710,TX,4113,LOCAL,1,200189
Menking,#,Butch,2020-05-30 00:00:00+00,At Large,LOWER,Killeen,2018-05-20 00:00:00+00,Killeen City Council,,201684,858489,TX,4522,LOCAL,1,200989
Reyes,#,Silvestre,2013-01-03 00:00:00+00,000000000016,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Democrat,16443,1905,TX,4507,NATIONAL,0,16443
Narvaez,#,Omar,2019-06-01 00:00:00+00,6,LOWER,Dallas,2017-06-01 00:00:00+00,Dallas City Council,,179596,758059,TX,4287,LOCAL,1,168330
Rodriguez,#,Eddie,2019-01-08 00:00:00+00,51,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,199548,760005,TX,2661,STATE,1,12456
Thibaut,#,Kristi,0001-01-02 00:00:00+00,At Large,LOWER,Houston,2012-01-02 00:00:00+00,Houston City Council,,10642,3029,TX,2814,LOCAL,5,10642
Workman,#,Paul ,2013-01-08 00:00:00+00,000000000047,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,17200,5829,TX,2661,STATE,0,17200
Conaway,#,Kenneth,2013-01-03 00:00:00+00,000000000011,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Republican,33808,1852,TX,4507,NATIONAL,0,17337
Stockman,#,Stephen,2015-01-06 00:00:00+00,000000000036,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,92933,757489,TX,4507,NATIONAL,1,33876
Neece,#,Ben,2021-05-31 00:00:00+00,4,LOWER,Brownsville,2017-05-23 00:00:00+00,Brownsville City Commission,,198050,858712,TX,4570,LOCAL,1,175020
Barrett,#,Dan,2009-01-06 00:00:00+00,000000000097,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Democrat,16094,5800,TX,2661,STATE,0,16094
Schoenbein,#,Thomas,2019-07-01 00:00:00+00,At Large,LOWER,Pasadena,2017-07-01 00:00:00+00,Pasadena City Council,,188800,858592,TX,3350,LOCAL,1,173590
Raymond,#,Richard,2013-01-08 00:00:00+00,000000000042,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,13103,5907,TX,2661,STATE,0,13103
Hughes,199661,Bryan,2013-01-08 00:00:00+00,000000000005,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,3616,5877,TX,2661,STATE,0,3616
Noriega,#,Rick,2009-01-06 00:00:00+00,000000000145,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Democrat,10384,5853,TX,2661,STATE,0,10384
VACANT,#,VACANT,2015-04-30 00:00:00+00,124,LOWER,,2015-02-18 00:00:00+00,Texas House of Representatives,,106887,760078,TX,2661,STATE,1,101082
Lozano,#,J. Alexandro,0001-01-02 00:00:00+00,000000000003,LOWER,El Paso,0001-01-01 00:00:00+00,El Paso City Council,,2407,903,TX,1376,LOCAL,0,2407
Vela,#,Filemón,2019-01-03 00:00:00+00,000000000034,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Democrat,159957,757487,TX,4507,NATIONAL,1,33870
Meltzer,#,Paul,2020-05-19 00:00:00+00,At Large,LOWER,Denton,2018-05-15 00:00:00+00,Denton City Council,,200982,858599,TX,4530,LOCAL,1,200982
Clamp,#,John,2011-06-01 00:00:00+00,000000000010,LOWER,San Antonio,2009-06-01 00:00:00+00,San Antonio City Council,,14994,492,TX,1560,LOCAL,0,14994
Oliveira,#,Rene,2013-01-08 00:00:00+00,000000000037,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,13003,5917,TX,2661,STATE,0,13003
Lucio,#,Eddie,2021-01-12 00:00:00+00,000000000027,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Democrat,195326,754826,TX,2664,STATE,1,18051
Hinojosa,#,Juan,2013-01-08 00:00:00+00,000000000020,UPPER,,2009-01-06 00:00:00+00,The Senate of Texas,Democrat,21627,2397,TX,2664,STATE,0,12011
Adler,#,Steve,2019-01-06 00:00:00+00,AUSTIN,EXEC,Austin,2015-01-06 00:00:00+00,Austin Mayor,Democrat,188845,759551,TX,2610,LOCAL,1,89972
Aubin,#,Rich,2020-05-22 00:00:00+00,5,LOWER,Garland,2016-05-17 00:00:00+00,Garland City Council,,200691,859058,TX,3096,LOCAL,1,173562
White,#,James ,2015-01-05 00:00:00+00,000000000019,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56963,754668,TX,2661,STATE,0,4103
Farias,#,Joe,2013-01-08 00:00:00+00,000000000118,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,10793,5860,TX,2661,STATE,0,10793
Estes,#,Craig,2019-01-08 00:00:00+00,000000000030,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,195329,754829,TX,2664,STATE,1,4057
Farenthold,#,Blake,2013-01-03 00:00:00+00,000000000027,LOWER,,2011-01-04 00:00:00+00,United States House of Representatives,Republican,16143,1908,TX,4507,NATIONAL,0,16143
Brockhouse,#,Greg,2019-06-01 00:00:00+00,6,LOWER,San Antonio,2017-06-01 00:00:00+00,San Antonio City Council,,181767,760784,TX,1560,LOCAL,1,168311
Durham,#,Rudy,2023-05-15 00:00:00+00,LEWISVILLE,EXEC,Lewisville,2017-05-06 00:00:00+00,Lewisville Mayor,,200979,859081,TX,4617,LOCAL,1,172931
Madden,#,Jerry,2013-01-08 00:00:00+00,000000000067,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,12794,5777,TX,2661,STATE,0,12794
Hughes,3616,Bryan,2021-01-12 00:00:00+00,000000000001,UPPER,,2017-01-10 00:00:00+00,The Senate of Texas,Republican,199661,754800,TX,2664,STATE,1,3616
Springer,#,Drew,2019-01-08 00:00:00+00,68,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,201159,760022,TX,2661,STATE,1,44458
Flynn,#,Dan,2013-01-08 00:00:00+00,000000000002,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,7590,5770,TX,2661,STATE,0,7590
Okray,#,Jonathan,2018-05-20 00:00:00+00,At Large,LOWER,Killeen,2016-05-31 00:00:00+00,Killeen City Council,,201683,858489,TX,4522,LOCAL,1,174041
Riddle,#,Phil,2020-06-01 00:00:00+00,4,LOWER,Irving,2015-06-22 00:00:00+00,Irving City Council,,175716,760548,TX,4313,LOCAL,1,110411
Renteria,#,Sabino,2019-01-06 00:00:00+00,3,LOWER,Austin,2015-01-06 00:00:00+00,Austin City Council,Nonpartisan,181230,759554,TX,4171,LOCAL,1,89974
Kuempel,#,Edmund,2011-01-06 00:00:00+00,000000000044,LOWER,,2009-01-06 00:00:00+00,Texas House of Representatives,Republican,4666,5893,TX,2661,STATE,0,4666
Phillips,#,Larry,2015-01-05 00:00:00+00,000000000062,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56802,754711,TX,2661,STATE,0,526
Barton,#,Joe,2019-01-03 00:00:00+00,000000000006,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,199571,757459,TX,4507,NATIONAL,1,7395
Romero,#,Larry,2016-02-28 00:00:00+00,2,LOWER,El Paso,2013-06-25 00:00:00+00,El Paso City Council,,128579,758045,TX,1376,LOCAL,1,58215
Medina,#,David,2013-06-01 00:00:00+00,000000000005,LOWER,San Antonio,2011-06-01 00:00:00+00,San Antonio City Council,,53527,1508,TX,1560,LOCAL,0,8076
Castro,#,Melina,0001-01-02 00:00:00+00,000000000004,LOWER,El Paso,0001-01-01 00:00:00+00,El Paso City Council,,8931,1190,TX,1376,LOCAL,0,8931
Espino,#,Salvador,2017-06-02 00:00:00+00,2,LOWER,Fort Worth,2013-06-03 00:00:00+00,Fort Worth City Council,,160128,758021,TX,4217,LOCAL,1,9841
Geren,#,Charlie,2019-01-08 00:00:00+00,99,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,194288,760053,TX,2661,STATE,1,9891
Hurt,#,Weldon,2020-05-14 00:00:00+00,At Large,LOWER,Abilene,2017-05-05 00:00:00+00,Abilene City Council,,198867,858645,TX,3691,LOCAL,1,171284
Niland,#,Cortney,2013-06-25 00:00:00+00,000000000008,LOWER,El Paso,2011-06-01 00:00:00+00,El Paso City Council,,53052,1849,TX,1376,LOCAL,0,5838
Mallory Caraway,#,Barbara,2013-01-08 00:00:00+00,000000000110,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,17387,5797,TX,2661,STATE,0,17387
Pope,#,Dan,2022-05-20 00:00:00+00,At Large,LOWER,Lubbock,2016-05-13 00:00:00+00,Lubbock City Council,,200058,859272,TX,4622,LOCAL,1,174845
Cook,#,Byron,2013-01-08 00:00:00+00,000000000008,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,16054,5813,TX,2661,STATE,0,16054
Carter,#,Stefani ,2013-01-08 00:00:00+00,000000000102,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,10225,5778,TX,2661,STATE,0,10225
Shapleigh,#,Eliot,2011-01-04 00:00:00+00,000000000029,UPPER,,2007-01-01 00:00:00+00,The Senate of Texas,Democrat,11189,2378,TX,2664,STATE,0,11189
Clardy,#,Travis,2015-01-05 00:00:00+00,000000000011,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56650,754660,TX,2661,STATE,0,28847
Dean,#,Jay,2019-01-08 00:00:00+00,7,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,194256,759961,TX,2661,STATE,1,140805
Silcox,#,Chuck,0001-01-02 00:00:00+00,000000000003,LOWER,Fort Worth,0001-01-01 00:00:00+00,Fort Worth City Council,,7077,917,TX,4217,LOCAL,0,7077
Alonzo,#,Monica,2013-06-03 00:00:00+00,000000000006,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53099,1597,TX,4287,LOCAL,0,15898
Cain,#,Erwin ,2013-01-08 00:00:00+00,000000000003,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,15944,5874,TX,2661,STATE,0,15944
Cortez,#,Philip,2011-06-01 00:00:00+00,000000000004,LOWER,San Antonio,2009-06-01 00:00:00+00,San Antonio City Council,,8303,1283,TX,1560,LOCAL,0,8303
LaRosiliere,#,Harry,2021-05-01 00:00:00+00,At Large,LOWER,Plano,2017-05-09 00:00:00+00,Plano City Council,,197809,858986,TX,3792,LOCAL,1,173684
Christian,#,Randy,2020-05-15 00:00:00+00,5,LOWER,Lubbock,2018-05-14 00:00:00+00,Lubbock City Council,,200062,858561,TX,4622,LOCAL,1,200062
Hunt,#,Angela,2013-06-03 00:00:00+00,000000000014,LOWER,Dallas,2011-06-01 00:00:00+00,Dallas City Council,,53107,557,TX,4287,LOCAL,0,7950
Johnson,#,Eric,2015-01-05 00:00:00+00,000000000100,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56760,754749,TX,2661,STATE,0,10162
Leblanc,#,Mel,2010-05-01 00:00:00+00,000000000001,LOWER,Arlington,2008-05-01 00:00:00+00,Arlington City Council,,16060,360,TX,1646,LOCAL,1,16060
Biedermann,#,Kyle,2019-01-08 00:00:00+00,73,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,194260,760027,TX,2661,STATE,1,140809
Davis,#,Yvonne,2019-01-08 00:00:00+00,111,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,192712,760065,TX,2661,STATE,1,11055
Anchia,#,Rafael,2019-01-08 00:00:00+00,103,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,192703,760057,TX,2661,STATE,1,5864
Kelley,#,Ron,2019-05-07 00:00:00+00,At Large,LOWER,Plano,2015-05-02 00:00:00+00,Plano City Council,,176961,858986,TX,3792,LOCAL,1,173691
Miles,#,Borris ,2015-01-05 00:00:00+00,000000000146,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56786,754795,TX,2661,STATE,0,5606
Gallego,#,Pete,2015-01-06 00:00:00+00,000000000023,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Democrat,92932,757476,TX,4507,NATIONAL,1,33843
Alonzo,#,Roberto,2015-01-05 00:00:00+00,000000000104,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56579,754753,TX,2661,STATE,0,4600
Watson,#,Kirk,2013-01-08 00:00:00+00,000000000014,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Democrat,29463,2357,TX,2664,STATE,0,1093
Paxton,82161,Ken,2013-01-08 00:00:00+00,000000000070,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,410,5775,TX,2661,STATE,0,410
Brown,#,Betty,2011-01-01 00:00:00+00,000000000004,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Republican,13072,5810,TX,2661,STATE,0,13072
Eltife,#,Kevin,2013-01-08 00:00:00+00,000000000001,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Republican,29460,2376,TX,2664,STATE,0,11007
Moore,#,Ed,2019-05-27 00:00:00+00,3,LOWER,Tyler,2013-05-27 00:00:00+00,Tyler City Council,,177142,858506,TX,4113,LOCAL,1,173695
Minjarez,#,Ina,2019-01-08 00:00:00+00,124,LOWER,,2015-04-30 00:00:00+00,Texas House of Representatives,Democrat,192835,760078,TX,2661,STATE,1,106886
Rivera,#,Juan,2020-05-30 00:00:00+00,At Large,LOWER,Killeen,2016-05-18 00:00:00+00,Killeen City Council,,201689,858489,TX,4522,LOCAL,1,174050
